ano,parto,regiao,uf,grupo,criticidade,records
2016,NORMAL,Sul,RS,3,1,4195
2016,NORMAL,Nordeste,PI,1,1,4181
2018,NORMAL,Centro-Oeste,MT,4,0,4176
2012,CESARIANO,Nordeste,BA,1,2,4164
2015,NORMAL,Nordeste,RN,5,0,4158
2011,CESARIANO,Nordeste,PB,1,1,4157
2012,CESARIANO,Norte,AM,1,0,4157
2016,NORMAL,Nordeste,SE,1,1,4154
2012,CESARIANO,Sul,SC,5,0,4150
2018,NORMAL,Nordeste,PI,1,1,4145
2018,NORMAL,Nordeste,SE,1,1,4142
2014,NORMAL,Norte,AC,2,0,4132
2011,CESARIANO,Norte,AM,1,0,4129
2016,CESARIANO,Nordeste,RN,1,1,4122
2017,NORMAL,Norte,AC,2,0,4118
2011,CESARIANO,Nordeste,PE,5,0,4117
2018,CESARIANO,Sudeste,RJ,3,0,4117
2013,NORMAL,Sul,RS,5,1,4115
2017,CESARIANO,Sudeste,MG,3,1,4115
2011,NORMAL,Sul,PR,3,1,4111
2010,NORMAL,Nordeste,AL,3,0,4110
2018,NORMAL,Sul,SC,3,1,4110
2013,CESARIANO,Nordeste,PI,3,0,4107
2010,CESARIANO,Nordeste,PI,3,0,4105
2012,CESARIANO,Nordeste,PB,1,1,4105
2017,CESARIANO,Nordeste,RN,1,1,4103
2017,NORMAL,Nordeste,PE,1,2,4100
2013,CESARIANO,Norte,PA,1,1,4098
2016,CESARIANO,Centro-Oeste,GO,5,0,4098
2012,NORMAL,Sul,PR,3,1,4096
2016,CESARIANO,Nordeste,PI,1,1,4095
2017,NORMAL,Norte,RR,2,0,4094
2014,CESARIANO,Nordeste,BA,1,2,4087
2019,NORMAL,Norte,PA,1,1,4081
2019,NORMAL,Sudeste,RJ,3,0,4079
2016,NORMAL,Sul,SC,3,1,4073
2012,CESARIANO,Nordeste,PI,3,0,4071
2011,NORMAL,Centro-Oeste,MT,4,0,4066
2011,NORMAL,Sudeste,MG,0,1,4066
2010,NORMAL,Sul,PR,5,1,4065
2015,NORMAL,Centro-Oeste,MT,4,0,4064
2015,CESARIANO,Nordeste,BA,1,2,4061
2019,CESARIANO,Sudeste,MG,3,1,4060
2012,CESARIANO,Sudeste,MG,2,0,4055
2015,NORMAL,Sul,SC,3,1,4055
2018,NORMAL,Sudeste,RJ,4,0,4055
2011,CESARIANO,Norte,PA,1,1,4047
2013,NORMAL,Nordeste,PI,1,1,4040
2015,NORMAL,Sul,RS,5,1,4039
2011,CESARIANO,Nordeste,PE,5,1,4036
2014,NORMAL,Nordeste,RN,5,0,4032
2015,CESARIANO,Nordeste,PB,1,1,4029
2012,NORMAL,Sul,RS,5,1,4024
2016,CESARIANO,Nordeste,AL,1,0,4020
2017,NORMAL,Sul,SC,3,1,4017
2010,NORMAL,Sudeste,MG,2,1,4015
2011,CESARIANO,Nordeste,PI,1,1,4015
2017,CESARIANO,Centro-Oeste,GO,5,0,4013
2015,NORMAL,Nordeste,RN,1,1,4011
2014,NORMAL,Sudeste,SP,3,1,4010
2010,NORMAL,Sul,RS,5,1,4007
2018,CESARIANO,Sudeste,RJ,4,0,4007
2017,NORMAL,Nordeste,PI,1,1,3996
2013,NORMAL,Norte,PA,1,1,3991
2016,NORMAL,Norte,AC,2,0,3990
2010,NORMAL,Sudeste,MG,0,1,3989
2019,NORMAL,Nordeste,PI,1,1,3985
2012,NORMAL,Sul,PR,5,1,3983
2011,CESARIANO,Nordeste,BA,1,2,3982
2013,CESARIANO,Nordeste,AL,1,0,3978
2012,CESARIANO,Sudeste,SP,3,1,3974
2012,CESARIANO,Norte,PA,1,1,3967
2016,CESARIANO,Sul,RS,3,1,3961
2015,CESARIANO,Norte,PA,2,0,3954
2010,NORMAL,Centro-Oeste,GO,2,0,3949
2013,NORMAL,Nordeste,SE,5,0,3948
2011,NORMAL,Nordeste,SE,1,2,3945
2013,NORMAL,Norte,AC,2,0,3945
2018,NORMAL,Nordeste,RN,1,1,3923
2018,CESARIANO,Nordeste,BA,5,0,3922
2011,NORMAL,Sul,RS,5,1,3921
2014,CESARIANO,Nordeste,PI,3,0,3919
2017,CESARIANO,Sul,SC,5,0,3919
2013,CESARIANO,Nordeste,BA,1,2,3918
2014,NORMAL,Nordeste,RN,1,1,3918
2011,NORMAL,Sul,PR,5,1,3914
2018,NORMAL,Nordeste,SE,1,2,3913
2010,NORMAL,Norte,AC,2,0,3904
2010,NORMAL,Sul,RS,4,0,3895
2013,NORMAL,Sudeste,RJ,4,0,3889
2010,CESARIANO,Nordeste,PI,1,1,3883
2013,NORMAL,Sudeste,MG,2,1,3880
2016,NORMAL,Norte,PA,1,1,3880
2016,NORMAL,Nordeste,RN,1,1,3876
2019,NORMAL,Nordeste,RN,1,1,3875
2018,NORMAL,Norte,PA,1,1,3869
2012,CESARIANO,Nordeste,PI,1,1,3864
2018,CESARIANO,Sudeste,MG,3,1,3861
2010,CESARIANO,Sudeste,MG,3,1,3855
2013,CESARIANO,Sudeste,MG,2,0,3847
2015,NORMAL,Sudeste,MG,0,1,3842
2012,NORMAL,Sudeste,MG,0,1,3830
2013,CESARIANO,Sudeste,SP,4,1,3821
2017,CESARIANO,Nordeste,BA,5,0,3819
2017,NORMAL,Centro-Oeste,MT,4,0,3818
2013,CESARIANO,Sudeste,ES,5,1,3808
2013,NORMAL,Nordeste,PE,1,2,3805
2014,NORMAL,Sul,RS,3,1,3792
2010,NORMAL,Sudeste,ES,5,1,3791
2016,NORMAL,Centro-Oeste,MT,4,0,3791
2015,NORMAL,Norte,RO,3,0,3777
2014,CESARIANO,Sudeste,MG,2,0,3774
2014,NORMAL,Sudeste,MG,0,1,3771
2019,NORMAL,Nordeste,SE,1,1,3767
2015,NORMAL,Sul,RS,4,0,3764
2013,NORMAL,Sudeste,SP,3,1,3763
2011,NORMAL,Centro-Oeste,GO,2,0,3757
2011,NORMAL,Nordeste,AL,3,0,3756
2013,NORMAL,Sudeste,MG,0,1,3756
2011,NORMAL,Sul,RS,4,0,3750
2013,CESARIANO,Nordeste,PI,1,1,3748
2012,CESARIANO,Nordeste,PE,5,1,3743
2012,NORMAL,Centro-Oeste,MT,4,0,3740
2012,NORMAL,Sudeste,MG,2,1,3734
2014,NORMAL,Nordeste,SE,5,0,3732
2015,NORMAL,Centro-Oeste,GO,2,0,3731
2018,NORMAL,Nordeste,MA,1,2,3728
2010,NORMAL,Sudeste,SP,3,1,3724
2015,CESARIANO,Nordeste,CE,1,2,3713
2012,NORMAL,Sudeste,SP,3,1,3711
2016,CESARIANO,Sudeste,MG,2,0,3708
2017,NORMAL,Norte,PA,1,1,3708
2017,CESARIANO,Nordeste,PE,5,0,3702
2018,CESARIANO,Nordeste,BA,1,2,3702
2015,NORMAL,Sul,SC,5,1,3701
2013,CESARIANO,Nordeste,RN,1,1,3700
2017,NORMAL,Sudeste,RJ,4,0,3699
2010,NORMAL,Nordeste,RN,1,1,3691
2016,CESARIANO,Nordeste,BA,1,2,3685
2012,CESARIANO,Sul,PR,3,1,3682
2015,CESARIANO,Sul,RS,3,1,3676
2014,CESARIANO,Nordeste,PI,1,1,3675
2017,NORMAL,Norte,RO,3,0,3673
2013,CESARIANO,Sul,SC,4,0,3671
2014,CESARIANO,Sudeste,RJ,5,1,3668
2018,NORMAL,Norte,RO,3,0,3660
2017,NORMAL,Nordeste,MA,1,2,3655
2019,NORMAL,Sudeste,RJ,4,0,3648
2011,NORMAL,Nordeste,RN,1,1,3643
2016,NORMAL,Norte,RO,3,0,3643
2011,CESARIANO,Sudeste,SP,3,1,3640
2013,CESARIANO,Sudeste,RJ,5,1,3635
2012,CESARIANO,Sul,SC,4,0,3631
2014,CESARIANO,Sudeste,SP,4,1,3630
2012,NORMAL,Sul,RS,4,0,3616
2019,CESARIANO,Norte,PA,1,1,3605
2010,NORMAL,Sudeste,ES,0,0,3598
2012,CESARIANO,Sudeste,SP,4,1,3595
2017,NORMAL,Sudeste,MG,0,1,3594
2014,NORMAL,Sul,SC,5,1,3589
2011,NORMAL,Sudeste,SP,3,1,3586
2019,CESARIANO,Centro-Oeste,MS,3,0,3583
2010,CESARIANO,Norte,PA,1,1,3582
2011,NORMAL,Nordeste,PE,3,0,3577
2018,NORMAL,Sudeste,MG,0,1,3576
2019,CESARIANO,Nordeste,RN,5,0,3575
2014,CESARIANO,Norte,PA,2,0,3574
2014,NORMAL,Sul,SC,3,1,3571
2017,NORMAL,Sul,SC,5,1,3562
2014,CESARIANO,Nordeste,CE,1,2,3541
2010,CESARIANO,Nordeste,BA,1,2,3539
2010,NORMAL,Nordeste,SE,1,2,3525
2017,CESARIANO,Nordeste,BA,1,2,3525
2016,NORMAL,Nordeste,MA,1,2,3520
2016,CESARIANO,Norte,PA,1,1,3517
2012,NORMAL,Nordeste,SE,1,2,3510
2013,NORMAL,Sudeste,ES,5,1,3505
2016,NORMAL,Sudeste,MG,0,1,3505
2019,CESARIANO,Sul,SC,5,0,3498
2011,CESARIANO,Nordeste,RN,5,0,3489
2014,NORMAL,Sul,RS,4,0,3482
2017,CESARIANO,Centro-Oeste,MS,3,0,3482
2014,CESARIANO,Nordeste,PE,5,1,3478
2014,CESARIANO,Sudeste,ES,5,1,3474
2016,NORMAL,Sul,RS,4,0,3472
2018,NORMAL,Nordeste,SE,5,0,3472
2016,CESARIANO,Nordeste,PI,3,0,3470
2016,CESARIANO,Nordeste,PE,5,0,3466
2012,CESARIANO,Nordeste,RN,1,1,3456
2010,CESARIANO,Nordeste,RN,5,0,3454
2019,NORMAL,Sudeste,MG,0,1,3441
2017,NORMAL,Sul,RS,4,0,3433
2010,NORMAL,Sul,RS,3,1,3431
2018,CESARIANO,Nordeste,MA,4,0,3431
2012,CESARIANO,Sudeste,ES,5,1,3430
2010,CESARIANO,Sudeste,SP,3,1,3426
2016,NORMAL,Sul,RS,5,1,3424
2015,CESARIANO,Nordeste,PI,3,0,3420
2018,NORMAL,Sul,SC,5,1,3419
2017,NORMAL,Nordeste,SE,1,2,3415
2014,CESARIANO,Centro-Oeste,MS,3,0,3413
2011,CESARIANO,Sudeste,ES,5,1,3412
2011,NORMAL,Nordeste,PB,1,0,3411
2014,NORMAL,Nordeste,PE,3,0,3411
2019,CESARIANO,Centro-Oeste,GO,2,2,3411
2013,NORMAL,Norte,RR,2,0,3409
2016,NORMAL,Norte,RR,2,0,3406
2013,CESARIANO,Nordeste,PE,5,1,3402
2010,CESARIANO,Sudeste,SP,4,1,3395
2015,CESARIANO,Sudeste,MG,2,0,3393
2014,NORMAL,Sudeste,MG,2,1,3392
2017,NORMAL,Nordeste,RN,1,1,3391
2013,NORMAL,Sul,RS,4,0,3390
2015,NORMAL,Norte,RR,2,0,3389
2013,NORMAL,Sul,RS,3,1,3383
2016,CESARIANO,Norte,PA,2,0,3381
2017,CESARIANO,Nordeste,PI,3,0,3380
2011,CESARIANO,Sudeste,RJ,5,1,3377
2015,NORMAL,Nordeste,SE,5,0,3377
2015,CESARIANO,Sudeste,SP,4,1,3368
2012,NORMAL,Sul,SC,5,1,3364
2015,NORMAL,Sudeste,MG,2,1,3364
2016,NORMAL,Centro-Oeste,GO,2,0,3360
2010,NORMAL,Nordeste,PE,3,0,3354
2014,CESARIANO,Sul,RS,3,1,3350
2011,NORMAL,Nordeste,PB,3,1,3348
2016,NORMAL,Sul,SC,5,1,3346
2018,CESARIANO,Centro-Oeste,MS,3,0,3340
2018,CESARIANO,Sul,SC,5,0,3335
2010,CESARIANO,Sudeste,RJ,5,1,3330
2016,CESARIANO,Sudeste,SP,4,1,3329
2014,NORMAL,Norte,RR,2,0,3324
2011,CESARIANO,Sudeste,SP,4,1,3323
2013,NORMAL,Nordeste,SE,1,2,3323
2013,NORMAL,Sul,SC,3,1,3322
2010,NORMAL,Norte,RR,2,0,3319
2018,CESARIANO,Nordeste,PI,3,0,3307
2017,CESARIANO,Nordeste,RN,5,0,3305
2013,NORMAL,Nordeste,AL,3,0,3300
2019,NORMAL,Sul,SC,5,1,3300
2013,NORMAL,Sul,SC,5,1,3297
2017,CESARIANO,Sudeste,SP,4,1,3297
2011,NORMAL,Sul,RS,3,1,3286
2011,NORMAL,Sudeste,ES,0,0,3284
2012,NORMAL,Nordeste,PE,3,0,3273
2011,CESARIANO,Nordeste,PE,1,2,3272
2011,CESARIANO,Centro-Oeste,MS,3,0,3269
2011,CESARIANO,Sul,SC,4,0,3268
2013,NORMAL,Nordeste,RN,1,1,3268
2013,NORMAL,Nordeste,SE,1,0,3266
2010,NORMAL,Nordeste,MA,2,0,3260
2016,CESARIANO,Nordeste,CE,1,2,3260
2012,NORMAL,Nordeste,PB,3,1,3259
2017,NORMAL,Sul,RS,5,1,3259
2019,CESARIANO,Nordeste,PB,1,0,3259
2014,NORMAL,Nordeste,PB,3,1,3257
2014,NORMAL,Centro-Oeste,GO,2,0,3251
2011,NORMAL,Sul,SC,5,1,3249
2012,NORMAL,Nordeste,MA,2,0,3248
2012,NORMAL,Centro-Oeste,GO,2,0,3243
2012,NORMAL,Norte,RR,2,0,3235
2013,CESARIANO,Centro-Oeste,MS,3,0,3234
2018,NORMAL,Centro-Oeste,GO,2,0,3230
2011,NORMAL,Sudeste,ES,5,1,3228
2016,NORMAL,Nordeste,SE,1,2,3228
2013,CESARIANO,Norte,PA,4,1,3226
2016,NORMAL,Norte,PA,1,2,3226
2012,NORMAL,Nordeste,RN,1,0,3220
2019,CESARIANO,Norte,AP,2,0,3216
2010,NORMAL,Nordeste,PB,3,1,3215
2013,NORMAL,Nordeste,PE,3,0,3213
2012,CESARIANO,Sudeste,RJ,5,1,3211
2014,CESARIANO,Sul,SC,4,0,3211
2018,NORMAL,Sul,RS,5,1,3210
2015,CESARIANO,Norte,PA,1,2,3206
2017,NORMAL,Centro-Oeste,GO,2,0,3206
2015,NORMAL,Nordeste,PE,3,0,3205
2019,CESARIANO,Sudeste,SP,4,1,3200
2019,NORMAL,Norte,RO,3,0,3192
2018,NORMAL,Sul,RS,4,0,3186
2011,CESARIANO,Nordeste,RN,1,0,3182
2010,CESARIANO,Nordeste,RN,1,0,3180
2010,CESARIANO,Sudeste,ES,5,1,3175
2013,NORMAL,Nordeste,PB,3,1,3174
2014,CESARIANO,Centro-Oeste,GO,2,2,3173
2016,NORMAL,Sudeste,MG,2,1,3169
2014,CESARIANO,Sul,PR,5,1,3164
2019,NORMAL,Nordeste,MA,1,2,3162
2019,NORMAL,Nordeste,SE,5,0,3159
2011,CESARIANO,Nordeste,RN,1,1,3155
2013,CESARIANO,Centro-Oeste,GO,2,2,3154
2018,CESARIANO,Norte,PA,1,1,3153
2016,CESARIANO,Centro-Oeste,MS,3,0,3151
2015,CESARIANO,Centro-Oeste,MS,3,0,3146
2015,CESARIANO,Sul,SC,4,0,3138
2010,CESARIANO,Nordeste,PB,1,0,3136
2018,CESARIANO,Sudeste,SP,4,1,3136
2012,CESARIANO,Nordeste,RN,5,0,3134
2018,CESARIANO,Sul,PR,5,1,3125
2018,CESARIANO,Nordeste,RN,5,0,3117
2016,NORMAL,Nordeste,SE,5,0,3112
2011,NORMAL,Nordeste,MA,1,2,3111
2016,CESARIANO,Nordeste,RN,5,0,3111
2017,NORMAL,Nordeste,SE,5,0,3095
2018,CESARIANO,Centro-Oeste,GO,2,0,3095
2010,NORMAL,Sul,SC,5,1,3092
2013,CESARIANO,Nordeste,RN,5,0,3091
2015,NORMAL,Nordeste,SE,1,2,3088
2018,NORMAL,Norte,RR,2,0,3085
2017,NORMAL,Norte,PA,1,2,3081
2012,NORMAL,Nordeste,MA,1,2,3080
2011,CESARIANO,Sul,PR,3,1,3077
2012,CESARIANO,Nordeste,CE,1,2,3076
2019,CESARIANO,Norte,PA,1,2,3071
2019,NORMAL,Norte,RR,2,0,3070
2013,CESARIANO,Sul,PR,5,1,3066
2017,CESARIANO,Norte,PA,1,1,3065
2015,NORMAL,Norte,PA,1,2,3061
2013,CESARIANO,Nordeste,CE,1,2,3056
2010,CESARIANO,Centro-Oeste,MS,3,0,3051
2014,CESARIANO,Norte,PA,1,2,3051
2019,CESARIANO,Centro-Oeste,GO,2,0,3051
2019,CESARIANO,Sul,PR,5,1,3050
2012,NORMAL,Nordeste,RN,1,1,3049
2017,CESARIANO,Sudeste,RJ,3,0,3048
2013,NORMAL,Centro-Oeste,GO,2,0,3046
2017,NORMAL,Sudeste,MG,2,1,3046
2010,NORMAL,Nordeste,SE,1,0,3041
2012,NORMAL,Sul,RS,3,1,3040
2010,CESARIANO,Nordeste,RN,1,1,3036
2010,CESARIANO,Sul,SC,4,0,3033
2016,NORMAL,Nordeste,PE,3,0,3032
2010,NORMAL,Nordeste,MA,1,2,3031
2013,NORMAL,Sudeste,ES,0,0,3029
2018,NORMAL,Norte,PA,1,2,3027
2012,NORMAL,Sul,SC,3,1,3025
2011,NORMAL,Nordeste,MA,2,0,3019
2012,NORMAL,Nordeste,AL,3,0,3018
2012,CESARIANO,Norte,PA,4,1,3017
2017,CESARIANO,Sul,PR,5,1,3015
2015,NORMAL,Nordeste,MA,1,2,3007
2011,NORMAL,Nordeste,BA,3,1,3003
2018,CESARIANO,Nordeste,PB,1,0,3001
2012,CESARIANO,Centro-Oeste,MS,3,0,2997
2015,NORMAL,Nordeste,SE,1,0,2984
2010,NORMAL,Nordeste,BA,3,1,2980
2014,CESARIANO,Nordeste,RN,1,0,2980
2013,NORMAL,Nordeste,RN,1,0,2966
2018,CESARIANO,Norte,AP,2,0,2964
2019,CESARIANO,Nordeste,PI,3,0,2964
2016,CESARIANO,Sul,SC,4,0,2959
2017,CESARIANO,Sul,SC,3,1,2959
2015,CESARIANO,Nordeste,PE,5,1,2958
2013,NORMAL,Nordeste,BA,3,1,2957
2011,CESARIANO,Nordeste,PB,1,0,2956
2019,NORMAL,Centro-Oeste,GO,2,0,2951
2019,CESARIANO,Sul,SC,3,1,2950
2010,CESARIANO,Nordeste,AL,1,2,2945
2018,CESARIANO,Norte,PA,1,2,2942
2013,CESARIANO,Nordeste,RN,1,0,2939
2016,CESARIANO,Sul,SC,3,1,2938
2015,CESARIANO,Sul,PR,5,1,2935
2018,CESARIANO,Sul,SC,4,0,2931
2013,CESARIANO,Norte,PA,2,0,2928
2014,NORMAL,Sudeste,ES,0,0,2926
2015,CESARIANO,Sul,SC,3,1,2923
2012,CESARIANO,Nordeste,RN,1,0,2919
2012,NORMAL,Sudeste,ES,0,0,2914
2012,NORMAL,Norte,AC,2,0,2913
2019,NORMAL,Sul,RS,4,0,2913
2014,NORMAL,Nordeste,SE,1,0,2912
2012,NORMAL,Sudeste,ES,5,1,2911
2014,NORMAL,Sudeste,ES,5,1,2911
2017,CESARIANO,Sul,SC,4,0,2910
2017,CESARIANO,Nordeste,MA,1,1,2905
2013,CESARIANO,Norte,RO,3,0,2902
2011,NORMAL,Nordeste,BA,2,0,2898
2015,CESARIANO,Nordeste,RN,1,0,2898
2019,NORMAL,Sul,RS,5,1,2895
2011,NORMAL,Norte,RR,2,0,2890
2014,CESARIANO,Sul,SC,3,1,2888
2011,NORMAL,Sul,SC,3,1,2882
2012,NORMAL,Nordeste,BA,3,1,2880
2013,CESARIANO,Norte,PA,1,2,2880
2012,CESARIANO,Norte,PA,2,0,2878
2010,NORMAL,Sul,SC,3,1,2876
2015,CESARIANO,Sudeste,ES,5,1,2866
2018,CESARIANO,Centro-Oeste,GO,2,2,2854
2012,CESARIANO,Centro-Oeste,GO,2,2,2841
2010,CESARIANO,Sul,PR,3,1,2839
2017,NORMAL,Nordeste,SE,1,0,2834
2014,CESARIANO,Nordeste,PB,1,0,2829
2017,NORMAL,Nordeste,PE,3,0,2825
2014,NORMAL,Nordeste,MA,2,0,2823
2011,CESARIANO,Norte,PA,2,0,2814
2011,NORMAL,Nordeste,SE,1,0,2813
2012,NORMAL,Nordeste,SE,1,0,2808
2014,CESARIANO,Norte,RO,3,0,2804
2018,CESARIANO,Sul,SC,3,1,2801
2017,CESARIANO,Nordeste,PB,1,0,2798
2018,CESARIANO,Sul,RS,4,0,2794
2014,NORMAL,Nordeste,RN,1,0,2793
2015,NORMAL,Nordeste,PB,3,1,2787
2013,CESARIANO,Sul,SC,3,1,2784
2018,CESARIANO,Sudeste,MG,0,1,2784
2011,NORMAL,Norte,AC,1,0,2780
2015,NORMAL,Nordeste,BA,2,0,2779
2019,CESARIANO,Sudeste,MG,0,1,2778
2010,NORMAL,Nordeste,RN,1,2,2775
2010,NORMAL,Nordeste,CE,2,0,2770
2013,CESARIANO,Sul,RS,3,1,2768
2018,NORMAL,Nordeste,MA,2,0,2765
2013,NORMAL,Nordeste,BA,2,0,2753
2019,CESARIANO,Sul,SC,4,0,2744
2019,NORMAL,Sul,SC,4,1,2744
2019,NORMAL,Sudeste,MG,2,1,2743
2015,NORMAL,Sudeste,ES,0,0,2733
2015,NORMAL,Nordeste,CE,1,2,2732
2015,NORMAL,Sudeste,ES,5,1,2719
2010,NORMAL,Nordeste,PB,1,2,2716
2015,CESARIANO,Sudeste,MG,0,1,2713
2013,NORMAL,Nordeste,MA,1,2,2704
2014,NORMAL,Nordeste,SE,1,2,2700
2018,NORMAL,Sul,SC,4,1,2700
2017,CESARIANO,Sul,RS,4,0,2699
2013,CESARIANO,Nordeste,PB,1,0,2696
2019,CESARIANO,Nordeste,MA,1,2,2696
2014,NORMAL,Nordeste,MA,1,2,2692
2018,NORMAL,Sudeste,MG,2,1,2692
2014,CESARIANO,Sudeste,MG,0,1,2690
2017,NORMAL,Sul,SC,4,1,2689
2017,NORMAL,Nordeste,MA,2,0,2680
2017,CESARIANO,Norte,PA,1,2,2678
2012,CESARIANO,Sudeste,ES,0,0,2677
2016,CESARIANO,Norte,PA,1,2,2677
2014,NORMAL,Nordeste,BA,2,0,2676
2011,CESARIANO,Sudeste,ES,0,0,2667
2011,CESARIANO,Nordeste,AL,1,2,2665
2014,NORMAL,Norte,AC,1,0,2663
2019,NORMAL,Nordeste,MA,2,0,2662
2019,NORMAL,Norte,PA,1,2,2662
2016,NORMAL,Nordeste,SE,1,0,2659
2010,NORMAL,Nordeste,BA,2,0,2654
2019,CESARIANO,Nordeste,CE,1,2,2646
2010,NORMAL,Norte,AC,1,0,2645
2016,CESARIANO,Sul,PR,5,1,2645
2015,CESARIANO,Nordeste,RN,5,0,2644
2018,NORMAL,Nordeste,PE,3,0,2635
2017,CESARIANO,Sudeste,MG,0,1,2628
2012,CESARIANO,Nordeste,PB,1,0,2625
2015,NORMAL,Nordeste,MA,2,0,2619
2018,CESARIANO,Nordeste,MA,1,2,2619
2011,NORMAL,Nordeste,RN,1,2,2616
2016,CESARIANO,Sudeste,MG,0,1,2605
2016,CESARIANO,Sudeste,ES,5,1,2602
2011,NORMAL,Nordeste,PB,1,2,2596
2019,NORMAL,Nordeste,PE,3,0,2595
2016,NORMAL,Sul,SC,4,1,2594
2012,NORMAL,Norte,AC,1,0,2589
2019,CESARIANO,Nordeste,PE,1,2,2586
2014,CESARIANO,Sudeste,ES,0,0,2585
2013,CESARIANO,Sul,RS,5,1,2578
2012,CESARIANO,Sul,RS,5,1,2576
2014,CESARIANO,Sul,RS,5,1,2572
2010,CESARIANO,Norte,PA,2,0,2565
2017,CESARIANO,Centro-Oeste,GO,2,0,2565
2019,CESARIANO,Nordeste,PI,1,2,2562
2014,NORMAL,Nordeste,BA,3,1,2561
2011,CESARIANO,Sul,RS,5,1,2558
2014,NORMAL,Norte,PA,1,2,2557
2015,CESARIANO,Nordeste,PB,1,0,2547
2016,NORMAL,Nordeste,CE,1,2,2545
2015,CESARIANO,Nordeste,PE,1,2,2543
2013,NORMAL,Norte,AC,1,0,2542
2017,CESARIANO,Nordeste,MA,4,0,2540
2018,NORMAL,Nordeste,SE,1,0,2538
2016,CESARIANO,Nordeste,RN,1,0,2527
2014,CESARIANO,Nordeste,PE,1,2,2521
2018,CESARIANO,Nordeste,RN,1,0,2521
2018,CESARIANO,Nordeste,PE,1,2,2510
2015,NORMAL,Sul,SC,4,1,2496
2012,CESARIANO,Centro-Oeste,MT,4,0,2495
2012,CESARIANO,Nordeste,PE,1,2,2492
2015,NORMAL,Nordeste,RN,1,0,2492
2011,NORMAL,Sul,RS,3,2,2491
2016,CESARIANO,Nordeste,CE,2,0,2490
2016,CESARIANO,Nordeste,PB,1,0,2488
2014,CESARIANO,Nordeste,PB,3,1,2486
2018,CESARIANO,Nordeste,CE,1,2,2486
2013,CESARIANO,Nordeste,PB,3,1,2484
2013,NORMAL,Norte,PA,1,2,2482
2018,CESARIANO,Norte,RO,2,0,2482
2014,CESARIANO,Nordeste,RN,5,0,2476
2017,CESARIANO,Centro-Oeste,GO,2,2,2469
2012,NORMAL,Nordeste,BA,2,0,2468
2014,CESARIANO,Norte,PA,4,1,2468
2016,NORMAL,Sudeste,ES,5,1,2463
2016,CESARIANO,Centro-Oeste,GO,2,2,2462
2017,CESARIANO,Nordeste,CE,2,0,2462
2010,CESARIANO,Sul,RS,5,1,2454
2018,NORMAL,Nordeste,BA,2,0,2454
2013,CESARIANO,Sudeste,MG,0,1,2451
2016,CESARIANO,Sul,RS,4,0,2451
2012,CESARIANO,Sudeste,MG,0,1,2445
2017,NORMAL,Sudeste,ES,0,0,2445
2010,NORMAL,Nordeste,CE,3,0,2444
2012,CESARIANO,Nordeste,AL,1,2,2438
2016,NORMAL,Nordeste,BA,2,0,2437
2010,CESARIANO,Centro-Oeste,MT,4,0,2436
2017,NORMAL,Sudeste,ES,5,1,2435
2010,NORMAL,Sul,RS,3,2,2431
2016,CESARIANO,Norte,RO,2,0,2430
2012,CESARIANO,Norte,PA,1,2,2427
2012,CESARIANO,Sul,RS,3,1,2425
2010,NORMAL,Nordeste,AL,1,2,2419
2015,NORMAL,Nordeste,BA,3,1,2419
2018,NORMAL,Sudeste,ES,5,1,2417
2014,CESARIANO,Norte,RO,2,0,2411
2013,CESARIANO,Sudeste,ES,0,0,2404
2017,NORMAL,Sudeste,SP,5,2,2403
2010,CESARIANO,Sudeste,ES,0,0,2401
2012,CESARIANO,Sul,SC,3,1,2397
2016,CESARIANO,Nordeste,PE,5,1,2397
2016,NORMAL,Sudeste,ES,0,0,2393
2017,NORMAL,Nordeste,BA,2,0,2393
2019,NORMAL,Nordeste,BA,2,0,2391
2010,CESARIANO,Nordeste,PB,1,2,2390
2011,CESARIANO,Nordeste,CE,2,0,2389
2015,NORMAL,Norte,AC,1,0,2388
2017,NORMAL,Nordeste,PB,3,1,2388
2019,CESARIANO,Sul,RS,4,0,2388
2018,CESARIANO,Nordeste,PI,1,2,2387
2017,CESARIANO,Norte,RO,2,0,2385
2015,CESARIANO,Sul,RS,4,0,2380
2019,NORMAL,Sudeste,ES,5,1,2377
2012,NORMAL,Nordeste,PB,1,0,2376
2011,NORMAL,Nordeste,CE,3,0,2372
2018,NORMAL,Nordeste,PB,1,0,2371
2017,CESARIANO,Nordeste,CE,1,2,2370
2010,NORMAL,Sul,PR,4,0,2369
2017,CESARIANO,Nordeste,RN,1,0,2368
2010,NORMAL,Norte,TO,2,0,2367
2018,CESARIANO,Sudeste,ES,0,0,2358
2017,CESARIANO,Sudeste,ES,5,1,2353
2011,CESARIANO,Centro-Oeste,MT,4,0,2347
2019,NORMAL,Nordeste,PB,1,0,2346
2013,CESARIANO,Nordeste,CE,2,0,2344
2012,CESARIANO,Nordeste,PB,3,1,2340
2015,CESARIANO,Norte,RO,2,0,2335
2018,CESARIANO,Nordeste,CE,2,0,2329
2011,CESARIANO,Nordeste,PB,3,1,2326
2019,CESARIANO,Nordeste,CE,2,0,2320
2019,NORMAL,Nordeste,PB,3,1,2316
2013,CESARIANO,Nordeste,PI,1,2,2312
2014,CESARIANO,Nordeste,CE,2,0,2312
2018,NORMAL,Nordeste,PB,3,1,2310
2019,NORMAL,Sudeste,ES,0,0,2308
