UF,Município,Cód IBGE,Cód Região de Saúde,Nome da Região de Saúde,Grupo
AC,Acrelândia,120001,12002,Baixo Acre e Purus,2
AC,Assis Brasil,120005,12001,Alto Acre,1
AC,Brasiléia,120010,12001,Alto Acre,1
AC,Bujari,120013,12002,Baixo Acre e Purus,2
AC,Capixaba,120017,12002,Baixo Acre e Purus,2
AC,Cruzeiro do Sul,120020,12003,Juruá e Tarauacá/Envira,1
AC,Epitaciolândia,120025,12001,Alto Acre,1
AC,Feijó,120030,12003,Juruá e Tarauacá/Envira,1
AC,Jordão,120032,12002,Baixo Acre e Purus,2
AC,Mâncio Lima,120033,12003,Juruá e Tarauacá/Envira,1
AC,Manoel Urbano,120034,12002,Baixo Acre e Purus,2
AC,Marechal Thaumaturgo,120035,12003,Juruá e Tarauacá/Envira,1
AC,Plácido de Castro,120038,12002,Baixo Acre e Purus,2
AC,Porto Acre,120080,12002,Baixo Acre e Purus,2
AC,Porto Walter,120039,12003,Juruá e Tarauacá/Envira,1
AC,Rio Branco,120040,12002,Baixo Acre e Purus,2
AC,Rodrigues Alves,120042,12003,Juruá e Tarauacá/Envira,1
AC,Santa Rosa do Purus,120043,12002,Baixo Acre e Purus,2
AC,Senador Guiomard,120045,12002,Baixo Acre e Purus,2
AC,Sena Madureira,120050,12002,Baixo Acre e Purus,2
AC,Tarauacá,120060,12003,Juruá e Tarauacá/Envira,1
AC,Xapuri,120070,12001,Alto Acre,1
AL,Água Branca,270010,27010,10ª Região de Saúde,1
AL,Anadia,270020,27005,5ª Região de Saúde,1
AL,Arapiraca,270030,27007,7ª Região de Saúde,1
AL,Atalaia,270040,27004,4ª Região de Saúde,1
AL,Barra de Santo Antônio,270050,27001,1ª Região de Saúde,3
AL,Barra de São Miguel,270060,27001,1ª Região de Saúde,3
AL,Batalha,270070,27007,7ª Região de Saúde,1
AL,Belém,270080,27008,8ª Região de Saúde,1
AL,Belo Monte,270090,27007,7ª Região de Saúde,1
AL,Boca da Mata,270100,27005,5ª Região de Saúde,1
AL,Branquinha,270110,27003,3ª Região de Saúde,1
AL,Cacimbinhas,270120,27008,8ª Região de Saúde,1
AL,Cajueiro,270130,27004,4ª Região de Saúde,1
AL,Campestre,270135,27003,3ª Região de Saúde,1
AL,Campo Alegre,270140,27005,5ª Região de Saúde,1
AL,Campo Grande,270150,27007,7ª Região de Saúde,1
AL,Canapi,270160,27009,9ª Região de Saúde,1
AL,Capela,270170,27004,4ª Região de Saúde,1
AL,Carneiros,270180,27009,9ª Região de Saúde,1
AL,Chã Preta,270190,27004,4ª Região de Saúde,1
AL,Coité do Nóia,270200,27007,7ª Região de Saúde,1
AL,Colônia Leopoldina,270210,27003,3ª Região de Saúde,1
AL,Coqueiro Seco,270220,27001,1ª Região de Saúde,3
AL,Coruripe,270230,27006,6ª Região de Saúde,1
AL,Craíbas,270235,27007,7ª Região de Saúde,1
AL,Delmiro Gouveia,270240,27010,10ª Região de Saúde,1
AL,Dois Riachos,270250,27009,9ª Região de Saúde,1
AL,Estrela de Alagoas,270255,27008,8ª Região de Saúde,1
AL,Feira Grande,270260,27007,7ª Região de Saúde,1
AL,Feliz Deserto,270270,27006,6ª Região de Saúde,1
AL,Flexeiras,270280,27001,1ª Região de Saúde,3
AL,Girau do Ponciano,270290,27007,7ª Região de Saúde,1
AL,Ibateguara,270300,27003,3ª Região de Saúde,1
AL,Igaci,270310,27008,8ª Região de Saúde,1
AL,Igreja Nova,270320,27006,6ª Região de Saúde,1
AL,Inhapi,270330,27010,10ª Região de Saúde,1
AL,Jacaré dos Homens,270340,27007,7ª Região de Saúde,1
AL,Jacuípe,270350,27002,2ª Região de Saúde,1
AL,Japaratinga,270360,27002,2ª Região de Saúde,1
AL,Jaramataia,270370,27007,7ª Região de Saúde,1
AL,Jequiá da Praia,270375,27006,6ª Região de Saúde,1
AL,Joaquim Gomes,270380,27003,3ª Região de Saúde,1
AL,Jundiá,270390,27003,3ª Região de Saúde,1
AL,Junqueiro,270400,27005,5ª Região de Saúde,1
AL,Lagoa da Canoa,270410,27007,7ª Região de Saúde,1
AL,Limoeiro de Anadia,270420,27007,7ª Região de Saúde,1
AL,Maceió,270430,27001,1ª Região de Saúde,3
AL,Major Isidoro,270440,27007,7ª Região de Saúde,1
AL,Maragogi,270450,27002,2ª Região de Saúde,1
AL,Maravilha,270460,27009,9ª Região de Saúde,1
AL,Marechal Deodoro,270470,27001,1ª Região de Saúde,3
AL,Maribondo,270480,27008,8ª Região de Saúde,1
AL,Mar Vermelho,270490,27004,4ª Região de Saúde,1
AL,Mata Grande,270500,27010,10ª Região de Saúde,1
AL,Matriz de Camaragibe,270510,27002,2ª Região de Saúde,1
AL,Messias,270520,27001,1ª Região de Saúde,3
AL,Minador do Negrão,270530,27008,8ª Região de Saúde,1
AL,Monteirópolis,270540,27009,9ª Região de Saúde,1
AL,Murici,270550,27003,3ª Região de Saúde,1
AL,Novo Lino,270560,27003,3ª Região de Saúde,1
AL,Olho d'Água das Flores,270570,27009,9ª Região de Saúde,1
AL,Olho d'Água do Casado,270580,27010,10ª Região de Saúde,1
AL,Olho d'Água Grande,270590,27007,7ª Região de Saúde,1
AL,Olivença,270600,27009,9ª Região de Saúde,1
AL,Ouro Branco,270610,27009,9ª Região de Saúde,1
AL,Palestina,270620,27009,9ª Região de Saúde,1
AL,Palmeira dos Índios,270630,27008,8ª Região de Saúde,1
AL,Pão de Açúcar,270640,27009,9ª Região de Saúde,1
AL,Pariconha,270642,27010,10ª Região de Saúde,1
AL,Paripueira,270644,27001,1ª Região de Saúde,3
AL,Passo de Camaragibe,270650,27002,2ª Região de Saúde,1
AL,Paulo Jacinto,270660,27004,4ª Região de Saúde,1
AL,Penedo,270670,27006,6ª Região de Saúde,1
AL,Piaçabuçu,270680,27006,6ª Região de Saúde,1
AL,Pilar,270690,27001,1ª Região de Saúde,3
AL,Pindoba,270700,27004,4ª Região de Saúde,1
AL,Piranhas,270710,27010,10ª Região de Saúde,1
AL,Poço das Trincheiras,270720,27009,9ª Região de Saúde,1
AL,Porto Calvo,270730,27002,2ª Região de Saúde,1
AL,Porto de Pedras,270740,27002,2ª Região de Saúde,1
AL,Porto Real do Colégio,270750,27006,6ª Região de Saúde,1
AL,Quebrangulo,270760,27004,4ª Região de Saúde,1
AL,Rio Largo,270770,27001,1ª Região de Saúde,3
AL,Roteiro,270780,27005,5ª Região de Saúde,1
AL,Santa Luzia do Norte,270790,27001,1ª Região de Saúde,3
AL,Santana do Ipanema,270800,27009,9ª Região de Saúde,1
AL,Santana do Mundaú,270810,27003,3ª Região de Saúde,1
AL,São Brás,270820,27006,6ª Região de Saúde,1
AL,São José da Laje,270830,27003,3ª Região de Saúde,1
AL,São José da Tapera,270840,27009,9ª Região de Saúde,1
AL,São Luís do Quitunde,270850,27002,2ª Região de Saúde,1
AL,São Miguel dos Campos,270860,27005,5ª Região de Saúde,1
AL,São Miguel dos Milagres,270870,27002,2ª Região de Saúde,1
AL,São Sebastião,270880,27007,7ª Região de Saúde,1
AL,Satuba,270890,27001,1ª Região de Saúde,3
AL,Senador Rui Palmeira,270895,27009,9ª Região de Saúde,1
AL,Tanque d'Arca,270900,27008,8ª Região de Saúde,1
AL,Taquarana,270910,27007,7ª Região de Saúde,1
AL,Teotônio Vilela,270915,27005,5ª Região de Saúde,1
AL,Traipu,270920,27007,7ª Região de Saúde,1
AL,União dos Palmares,270930,27003,3ª Região de Saúde,1
AL,Viçosa,270940,27004,4ª Região de Saúde,1
AM,Alvarães,130002,13008,Triângulo,1
AM,Amaturá,130006,13009,Alto Solimões,1
AM,Anamã,130008,13002,Rio Negro e Solimões,1
AM,Anori,130010,13002,Rio Negro e Solimões,1
AM,Apuí,130014,13003,Rio Madeira,1
AM,Atalaia do Norte,130020,13009,Alto Solimões,1
AM,Autazes,130030,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,Barcelos,130040,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,Barreirinha,130050,13005,Baixo Amazonas,1
AM,Benjamin Constant,130060,13009,Alto Solimões,1
AM,Beruri,130063,13002,Rio Negro e Solimões,1
AM,Boa Vista do Ramos,130068,13005,Baixo Amazonas,1
AM,Boca do Acre,130070,13006,Regional Purus,1
AM,Borba,130080,13003,Rio Madeira,1
AM,Caapiranga,130083,13002,Rio Negro e Solimões,1
AM,Canutama,130090,13006,Regional Purus,1
AM,Carauari,130100,13007,Regional Juruá,1
AM,Careiro,130110,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,Careiro da Várzea,130115,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,Coari,130120,13002,Rio Negro e Solimões,1
AM,Codajás,130130,13002,Rio Negro e Solimões,1
AM,Eirunepé,130140,13007,Regional Juruá,1
AM,Envira,130150,13007,Regional Juruá,1
AM,Fonte Boa,130160,13009,Alto Solimões,1
AM,Guajará,130165,13007,Regional Juruá,1
AM,Humaitá,130170,13003,Rio Madeira,1
AM,Ipixuna,130180,13007,Regional Juruá,1
AM,Iranduba,130185,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,Itacoatiara,130190,13004,Médio Amazonas,1
AM,Itamarati,130195,13007,Regional Juruá,1
AM,Itapiranga,130200,13004,Médio Amazonas,1
AM,Japurá,130210,13008,Triângulo,1
AM,Juruá,130220,13008,Triângulo,1
AM,Jutaí,130230,13009,Alto Solimões,1
AM,Lábrea,130240,13006,Regional Purus,1
AM,Manacapuru,130250,13002,Rio Negro e Solimões,1
AM,Manaquiri,130255,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,Manaus,130260,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,Manicoré,130270,13003,Rio Madeira,1
AM,Maraã,130280,13008,Triângulo,1
AM,Maués,130290,13005,Baixo Amazonas,1
AM,Nhamundá,130300,13005,Baixo Amazonas,1
AM,Nova Olinda do Norte,130310,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,Novo Airão,130320,13002,Rio Negro e Solimões,1
AM,Novo Aripuanã,130330,13003,Rio Madeira,1
AM,Parintins,130340,13005,Baixo Amazonas,1
AM,Pauini,130350,13006,Regional Purus,1
AM,Presidente Figueiredo,130353,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,Rio Preto da Eva,130356,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,Santa Isabel do Rio Negro,130360,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,Santo Antônio do Içá,130370,13009,Alto Solimões,1
AM,São Gabriel da Cachoeira,130380,13001,"Manaus, Entorno e Alto Rio Negro",4
AM,São Paulo de Olivença,130390,13009,Alto Solimões,1
AM,São Sebastião do Uatumã,130395,13004,Médio Amazonas,1
AM,Silves,130400,13004,Médio Amazonas,1
AM,Tabatinga,130406,13009,Alto Solimões,1
AM,Tapauá,130410,13006,Regional Purus,1
AM,Tefé,130420,13008,Triângulo,1
AM,Tonantins,130423,13009,Alto Solimões,1
AM,Uarini,130426,13008,Triângulo,1
AM,Urucará,130430,13004,Médio Amazonas,1
AM,Urucurituba,130440,13004,Médio Amazonas,1
AP,Amapá,160010,16002,Área Norte,1
AP,Calçoene,160020,16002,Área Norte,1
AP,Cutias,160021,16001,Área Central,2
AP,Ferreira Gomes,160023,16001,Área Central,2
AP,Itaubal,160025,16001,Área Central,2
AP,Laranjal do Jari,160027,16003,Área Sudoeste,2
AP,Macapá,160030,16001,Área Central,2
AP,Mazagão,160040,16003,Área Sudoeste,2
AP,Oiapoque,160050,16002,Área Norte,1
AP,Pedra Branca do Amapari,160015,16001,Área Central,2
AP,Porto Grande,160053,16001,Área Central,2
AP,Pracuúba,160055,16002,Área Norte,1
AP,Santana,160060,16003,Área Sudoeste,2
AP,Serra do Navio,160005,16001,Área Central,2
AP,Tartarugalzinho,160070,16002,Área Norte,1
AP,Vitória do Jari,160080,16003,Área Sudoeste,2
BA,Abaíra,290010,29023,Seabra,1
BA,Abaré,290020,29017,Paulo Afonso,1
BA,Acajutiba,290030,29001,Alagoinhas,1
BA,Adustina,290035,29019,Ribeira do Pombal,1
BA,Água Fria,290040,29025,Serrinha,1
BA,Aiquara,290060,29015,Jequié,1
BA,Alagoinhas,290070,29001,Alagoinhas,1
BA,Alcobaça,290080,29026,Teixeira de Freitas,1
BA,Almadina,290090,29012,Itabuna,1
BA,Amargosa,290100,29022,Santo Antônio de Jesus,1
BA,Amélia Rodrigues,290110,29006,Feira de Santana,3
BA,América Dourada,290115,29010,Irecê,1
BA,Anagé,290120,29028,Vitória da Conquista,1
BA,Andaraí,290130,29011,Itaberaba,1
BA,Andorinha,290135,29024,Senhor do Bonfim,1
BA,Angical,290140,29002,Barreiras,2
BA,Anguera,290150,29006,Feira de Santana,3
BA,Antas,290160,29019,Ribeira do Pombal,1
BA,Antônio Cardoso,290170,29006,Feira de Santana,3
BA,Antônio Gonçalves,290180,29024,Senhor do Bonfim,1
BA,Aporá,290190,29001,Alagoinhas,1
BA,Apuarema,290195,29015,Jequié,1
BA,Araças,290205,29001,Alagoinhas,1
BA,Aracatu,290200,29003,Brumado,1
BA,Araci,290210,29025,Serrinha,1
BA,Aramari,290220,29001,Alagoinhas,1
BA,Arataca,290225,29009,Ilhéus,1
BA,Aratuípe,290230,29022,Santo Antônio de Jesus,1
BA,Aurelino Leal,290240,29012,Itabuna,1
BA,Baianópolis,290250,29002,Barreiras,2
BA,Baixa Grande,290260,29006,Feira de Santana,3
BA,Banzaê,290265,29019,Ribeira do Pombal,1
BA,Barra,290270,29008,Ibotirama,1
BA,Barra da Estiva,290280,29003,Brumado,1
BA,Barra do Choça,290290,29028,Vitória da Conquista,1
BA,Barra do Mendes,290300,29010,Irecê,1
BA,Barra do Rocha,290310,29015,Jequié,1
BA,Barreiras,290320,29002,Barreiras,2
BA,Barro Alto,290323,29010,Irecê,1
BA,Barrocas,290327,29025,Serrinha,1
BA,Barro Preto,290330,29012,Itabuna,1
BA,Belmonte,290340,29018,Porto Seguro,1
BA,Belo Campo,290350,29028,Vitória da Conquista,1
BA,Biritinga,290360,29025,Serrinha,1
BA,Boa Nova,290370,29015,Jequié,1
BA,Boa Vista do Tupim,290380,29011,Itaberaba,1
BA,Bom Jesus da Lapa,290390,29021,Santa Maria da Vitória,1
BA,Bom Jesus da Serra,290395,29028,Vitória da Conquista,1
BA,Boninal,290400,29023,Seabra,1
BA,Bonito,290405,29011,Itaberaba,1
BA,Boquira,290410,29003,Brumado,1
BA,Botuporã,290420,29003,Brumado,1
BA,Brejões,290430,29015,Jequié,1
BA,Brejolândia,290440,29002,Barreiras,2
BA,Brotas de Macaúbas,290450,29008,Ibotirama,1
BA,Brumado,290460,29003,Brumado,1
BA,Buerarema,290470,29012,Itabuna,1
BA,Buritirama,290475,29008,Ibotirama,1
BA,Caatiba,290480,29013,Itapetinga,1
BA,Cabaceiras do Paraguaçu,290485,29005,Cruz das Almas,1
BA,Cachoeira,290490,29005,Cruz das Almas,1
BA,Caculé,290500,29007,Guanambi,1
BA,Caém,290510,29014,Jacobina,1
BA,Caetanos,290515,29028,Vitória da Conquista,1
BA,Caetité,290520,29007,Guanambi,1
BA,Cafarnaum,290530,29010,Irecê,1
BA,Cairu,290540,29027,Valença,1
BA,Caldeirão Grande,290550,29014,Jacobina,1
BA,Camacan,290560,29012,Itabuna,1
BA,Camaçari,290570,29004,Camaçari,3
BA,Camamu,290580,29027,Valença,1
BA,Campo Alegre de Lourdes,290590,29016,Juazeiro,1
BA,Campo Formoso,290600,29024,Senhor do Bonfim,1
BA,Canápolis,290610,29021,Santa Maria da Vitória,1
BA,Canarana,290620,29010,Irecê,1
BA,Canavieiras,290630,29009,Ilhéus,1
BA,Candeal,290640,29006,Feira de Santana,3
BA,Candeias,290650,29020,Salvador,5
BA,Candiba,290660,29007,Guanambi,1
BA,Cândido Sales,290670,29028,Vitória da Conquista,1
BA,Cansanção,290680,29025,Serrinha,1
BA,Canudos,290682,29016,Juazeiro,1
BA,Capela do Alto Alegre,290685,29006,Feira de Santana,3
BA,Capim Grosso,290687,29014,Jacobina,1
BA,Caraíbas,290689,29028,Vitória da Conquista,1
BA,Caravelas,290690,29026,Teixeira de Freitas,1
BA,Cardeal da Silva,290700,29001,Alagoinhas,1
BA,Carinhanha,290710,29007,Guanambi,1
BA,Casa Nova,290720,29016,Juazeiro,1
BA,Castro Alves,290730,29022,Santo Antônio de Jesus,1
BA,Catolândia,290740,29002,Barreiras,2
BA,Catu,290750,29001,Alagoinhas,1
BA,Caturama,290755,29003,Brumado,1
BA,Central,290760,29010,Irecê,1
BA,Chorrochó,290770,29017,Paulo Afonso,1
BA,Cícero Dantas,290780,29019,Ribeira do Pombal,1
BA,Cipó,290790,29019,Ribeira do Pombal,1
BA,Coaraci,290800,29012,Itabuna,1
BA,Cocos,290810,29021,Santa Maria da Vitória,1
BA,Conceição da Feira,290820,29005,Cruz das Almas,1
BA,Conceição do Almeida,290830,29022,Santo Antônio de Jesus,1
BA,Conceição do Coité,290840,29025,Serrinha,1
BA,Conceição do Jacuípe,290850,29006,Feira de Santana,3
BA,Conde,290860,29004,Camaçari,3
BA,Condeúba,290870,29028,Vitória da Conquista,1
BA,Contendas do Sincorá,290880,29003,Brumado,1
BA,Coração de Maria,290890,29006,Feira de Santana,3
BA,Cordeiros,290900,29028,Vitória da Conquista,1
BA,Coribe,290910,29021,Santa Maria da Vitória,1
BA,Coronel João Sá,290920,29019,Ribeira do Pombal,1
BA,Correntina,290930,29021,Santa Maria da Vitória,1
BA,Cotegipe,290940,29002,Barreiras,2
BA,Cravolândia,290950,29015,Jequié,1
BA,Crisópolis,290960,29001,Alagoinhas,1
BA,Cristópolis,290970,29002,Barreiras,2
BA,Cruz das Almas,290980,29005,Cruz das Almas,1
BA,Curaçá,290990,29016,Juazeiro,1
BA,Dário Meira,291000,29015,Jequié,1
BA,Dias d'Ávila,291005,29004,Camaçari,3
BA,Dom Basílio,291010,29003,Brumado,1
BA,Dom Macedo Costa,291020,29022,Santo Antônio de Jesus,1
BA,Elísio Medrado,291030,29022,Santo Antônio de Jesus,1
BA,Encruzilhada,291040,29028,Vitória da Conquista,1
BA,Entre Rios,291050,29001,Alagoinhas,1
BA,Érico Cardoso,290050,29003,Brumado,1
BA,Esplanada,291060,29001,Alagoinhas,1
BA,Euclides da Cunha,291070,29025,Serrinha,1
BA,Eunápolis,291072,29018,Porto Seguro,1
BA,Fátima,291075,29019,Ribeira do Pombal,1
BA,Feira da Mata,291077,29021,Santa Maria da Vitória,1
BA,Feira de Santana,291080,29006,Feira de Santana,3
BA,Filadélfia,291085,29024,Senhor do Bonfim,1
BA,Firmino Alves,291090,29013,Itapetinga,1
BA,Floresta Azul,291100,29012,Itabuna,1
BA,Formosa do Rio Preto,291110,29002,Barreiras,2
BA,Gandu,291120,29027,Valença,1
BA,Gavião,291125,29006,Feira de Santana,3
BA,Gentio do Ouro,291130,29010,Irecê,1
BA,Glória,291140,29017,Paulo Afonso,1
BA,Gongogi,291150,29012,Itabuna,1
BA,Governador Mangabeira,291160,29005,Cruz das Almas,1
BA,Guajeru,291165,29003,Brumado,1
BA,Guanambi,291170,29007,Guanambi,1
BA,Guaratinga,291180,29018,Porto Seguro,1
BA,Heliópolis,291185,29019,Ribeira do Pombal,1
BA,Iaçu,291190,29011,Itaberaba,1
BA,Ibiassucê,291200,29007,Guanambi,1
BA,Ibicaraí,291210,29012,Itabuna,1
BA,Ibicoara,291220,29003,Brumado,1
BA,Ibicuí,291230,29013,Itapetinga,1
BA,Ibipeba,291240,29010,Irecê,1
BA,Ibipitanga,291250,29003,Brumado,1
BA,Ibiquera,291260,29011,Itaberaba,1
BA,Ibirapitanga,291270,29012,Itabuna,1
BA,Ibirapuã,291280,29026,Teixeira de Freitas,1
BA,Ibirataia,291290,29015,Jequié,1
BA,Ibitiara,291300,29023,Seabra,1
BA,Ibititá,291310,29010,Irecê,1
BA,Ibotirama,291320,29008,Ibotirama,1
BA,Ichu,291330,29006,Feira de Santana,3
BA,Igaporã,291340,29007,Guanambi,1
BA,Igrapiúna,291345,29027,Valença,1
BA,Iguaí,291350,29013,Itapetinga,1
BA,Ilhéus,291360,29009,Ilhéus,1
BA,Inhambupe,291370,29001,Alagoinhas,1
BA,Ipecaetá,291380,29006,Feira de Santana,3
BA,Ipiaú,291390,29015,Jequié,1
BA,Ipirá,291400,29006,Feira de Santana,3
BA,Ipupiara,291410,29008,Ibotirama,1
BA,Irajuba,291420,29015,Jequié,1
BA,Iramaia,291430,29015,Jequié,1
BA,Iraquara,291440,29023,Seabra,1
BA,Irará,291450,29006,Feira de Santana,3
BA,Irecê,291460,29010,Irecê,1
BA,Itabela,291465,29018,Porto Seguro,1
BA,Itaberaba,291470,29011,Itaberaba,1
BA,Itabuna,291480,29012,Itabuna,1
BA,Itacaré,291490,29009,Ilhéus,1
BA,Itaeté,291500,29011,Itaberaba,1
BA,Itagi,291510,29015,Jequié,1
BA,Itagibá,291520,29015,Jequié,1
BA,Itagimirim,291530,29018,Porto Seguro,1
BA,Itaguaçu da Bahia,291535,29010,Irecê,1
BA,Itaju do Colônia,291540,29012,Itabuna,1
BA,Itajuípe,291550,29012,Itabuna,1
BA,Itamaraju,291560,29026,Teixeira de Freitas,1
BA,Itamari,291570,29015,Jequié,1
BA,Itambé,291580,29013,Itapetinga,1
BA,Itanagra,291590,29001,Alagoinhas,1
BA,Itanhém,291600,29026,Teixeira de Freitas,1
BA,Itaparica,291610,29020,Salvador,5
BA,Itapé,291620,29012,Itabuna,1
BA,Itapebi,291630,29018,Porto Seguro,1
BA,Itapetinga,291640,29013,Itapetinga,1
BA,Itapicuru,291650,29001,Alagoinhas,1
BA,Itapitanga,291660,29012,Itabuna,1
BA,Itaquara,291670,29015,Jequié,1
BA,Itarantim,291680,29013,Itapetinga,1
BA,Itatim,291685,29022,Santo Antônio de Jesus,1
BA,Itiruçu,291690,29015,Jequié,1
BA,Itiúba,291700,29024,Senhor do Bonfim,1
BA,Itororó,291710,29013,Itapetinga,1
BA,Ituaçu,291720,29003,Brumado,1
BA,Ituberá,291730,29027,Valença,1
BA,Iuiú,291733,29007,Guanambi,1
BA,Jaborandi,291735,29021,Santa Maria da Vitória,1
BA,Jacaraci,291740,29007,Guanambi,1
BA,Jacobina,291750,29014,Jacobina,1
BA,Jaguaquara,291760,29015,Jequié,1
BA,Jaguarari,291770,29024,Senhor do Bonfim,1
BA,Jaguaripe,291780,29022,Santo Antônio de Jesus,1
BA,Jandaíra,291790,29001,Alagoinhas,1
BA,Jequié,291800,29015,Jequié,1
BA,Jeremoabo,291810,29017,Paulo Afonso,1
BA,Jiquiriçá,291820,29022,Santo Antônio de Jesus,1
BA,Jitaúna,291830,29015,Jequié,1
BA,João Dourado,291835,29010,Irecê,1
BA,Juazeiro,291840,29016,Juazeiro,1
BA,Jucuruçu,291845,29026,Teixeira de Freitas,1
BA,Jussara,291850,29010,Irecê,1
BA,Jussari,291855,29012,Itabuna,1
BA,Jussiape,291860,29003,Brumado,1
BA,Lafaiete Coutinho,291870,29015,Jequié,1
BA,Lagoa Real,291875,29007,Guanambi,1
BA,Laje,291880,29022,Santo Antônio de Jesus,1
BA,Lajedão,291890,29026,Teixeira de Freitas,1
BA,Lajedinho,291900,29011,Itaberaba,1
BA,Lajedo do Tabocal,291905,29015,Jequié,1
BA,Lamarão,291910,29025,Serrinha,1
BA,Lapão,291915,29010,Irecê,1
BA,Lauro de Freitas,291920,29020,Salvador,5
BA,Lençóis,291930,29023,Seabra,1
BA,Licínio de Almeida,291940,29007,Guanambi,1
BA,Livramento de Nossa Senhora,291950,29003,Brumado,1
BA,Luís Eduardo Magalhães,291955,29002,Barreiras,2
BA,Macajuba,291960,29011,Itaberaba,1
BA,Macarani,291970,29013,Itapetinga,1
BA,Macaúbas,291980,29003,Brumado,1
BA,Macururé,291990,29017,Paulo Afonso,1
BA,Madre de Deus,291992,29020,Salvador,5
BA,Maetinga,291995,29028,Vitória da Conquista,1
BA,Maiquinique,292000,29013,Itapetinga,1
BA,Mairi,292010,29014,Jacobina,1
BA,Malhada,292020,29007,Guanambi,1
BA,Malhada de Pedras,292030,29003,Brumado,1
BA,Manoel Vitorino,292040,29015,Jequié,1
BA,Mansidão,292045,29002,Barreiras,2
BA,Maracás,292050,29015,Jequié,1
BA,Maragogipe,292060,29005,Cruz das Almas,1
BA,Maraú,292070,29012,Itabuna,1
BA,Marcionílio Souza,292080,29011,Itaberaba,1
BA,Mascote,292090,29009,Ilhéus,1
BA,Mata de São João,292100,29004,Camaçari,3
BA,Matina,292105,29007,Guanambi,1
BA,Medeiros Neto,292110,29026,Teixeira de Freitas,1
BA,Miguel Calmon,292120,29014,Jacobina,1
BA,Milagres,292130,29022,Santo Antônio de Jesus,1
BA,Mirangaba,292140,29014,Jacobina,1
BA,Mirante,292145,29028,Vitória da Conquista,1
BA,Monte Santo,292150,29025,Serrinha,1
BA,Morpará,292160,29008,Ibotirama,1
BA,Morro do Chapéu,292170,29014,Jacobina,1
BA,Mortugaba,292180,29007,Guanambi,1
BA,Mucugê,292190,29023,Seabra,1
BA,Mucuri,292200,29026,Teixeira de Freitas,1
BA,Mulungu do Morro,292205,29010,Irecê,1
BA,Mundo Novo,292210,29006,Feira de Santana,3
BA,Muniz Ferreira,292220,29022,Santo Antônio de Jesus,1
BA,Muquém de São Francisco,292225,29008,Ibotirama,1
BA,Muritiba,292230,29005,Cruz das Almas,1
BA,Mutuípe,292240,29022,Santo Antônio de Jesus,1
BA,Nazaré,292250,29022,Santo Antônio de Jesus,1
BA,Nilo Peçanha,292260,29027,Valença,1
BA,Nordestina,292265,29025,Serrinha,1
BA,Nova Canaã,292270,29013,Itapetinga,1
BA,Nova Fátima,292273,29006,Feira de Santana,3
BA,Nova Ibiá,292275,29027,Valença,1
BA,Nova Itarana,292280,29015,Jequié,1
BA,Nova Redenção,292285,29011,Itaberaba,1
BA,Nova Soure,292290,29019,Ribeira do Pombal,1
BA,Nova Viçosa,292300,29026,Teixeira de Freitas,1
BA,Novo Horizonte,292303,29023,Seabra,1
BA,Novo Triunfo,292305,29019,Ribeira do Pombal,1
BA,Olindina,292310,29019,Ribeira do Pombal,1
BA,Oliveira dos Brejinhos,292320,29008,Ibotirama,1
BA,Ouriçangas,292330,29001,Alagoinhas,1
BA,Ourolândia,292335,29014,Jacobina,1
BA,Palmas de Monte Alto,292340,29007,Guanambi,1
BA,Palmeiras,292350,29023,Seabra,1
BA,Paramirim,292360,29003,Brumado,1
BA,Paratinga,292370,29008,Ibotirama,1
BA,Paripiranga,292380,29019,Ribeira do Pombal,1
BA,Pau Brasil,292390,29012,Itabuna,1
BA,Paulo Afonso,292400,29017,Paulo Afonso,1
BA,Pé de Serra,292405,29006,Feira de Santana,3
BA,Pedrão,292410,29001,Alagoinhas,1
BA,Pedro Alexandre,292420,29017,Paulo Afonso,1
BA,Piatã,292430,29023,Seabra,1
BA,Pilão Arcado,292440,29016,Juazeiro,1
BA,Pindaí,292450,29007,Guanambi,1
BA,Pindobaçu,292460,29024,Senhor do Bonfim,1
BA,Pintadas,292465,29006,Feira de Santana,3
BA,Piraí do Norte,292467,29027,Valença,1
BA,Piripá,292470,29028,Vitória da Conquista,1
BA,Piritiba,292480,29014,Jacobina,1
BA,Planaltino,292490,29015,Jequié,1
BA,Planalto,292500,29028,Vitória da Conquista,1
BA,Poções,292510,29028,Vitória da Conquista,1
BA,Pojuca,292520,29004,Camaçari,3
BA,Ponto Novo,292525,29024,Senhor do Bonfim,1
BA,Porto Seguro,292530,29018,Porto Seguro,1
BA,Potiraguá,292540,29013,Itapetinga,1
BA,Prado,292550,29026,Teixeira de Freitas,1
BA,Presidente Dutra,292560,29010,Irecê,1
BA,Presidente Jânio Quadros,292570,29028,Vitória da Conquista,1
