UF,Município,Cód IBGE,Cód Região de Saúde,Nome da Região de Saúde,Grupo
RS,Santa Vitória do Palmar,431730,43021,Região 21 - Sul,3
RS,Santiago,431740,43002,Região 02 - Entre Rios,3
RS,Santo Ângelo,431750,43011,Região 11 - Sete Povos das Missões,3
RS,Santo Antônio da Patrulha,431760,43005,Região 05 - Bons Ventos,3
RS,Santo Antônio das Missões,431770,43011,Região 11 - Sete Povos das Missões,3
RS,Santo Antônio do Palma,431755,43017,Região 17 - Planalto,5
RS,Santo Antônio do Planalto,431775,43017,Região 17 - Planalto,5
RS,Santo Augusto,431780,43013,Região 13 - Diversidade,3
RS,Santo Cristo,431790,43014,Região 14 - Fronteira Noroeste,3
RS,Santo Expedito do Sul,431795,43018,Região 18 - Araucárias,3
RS,São Borja,431800,43011,Região 11 - Sete Povos das Missões,3
RS,São Domingos do Sul,431805,43017,Região 17 - Planalto,5
RS,São Francisco de Assis,431810,43002,Região 02 - Entre Rios,3
RS,São Francisco de Paula,431820,43006,Região 06 - Vale do Paranhana e Costa Serra,3
RS,São Gabriel,431830,43003,Região 03 - Fronteira Oeste,3
RS,São Jerônimo,431840,43009,Região 09 - Carbonífera/Costa Doce,3
RS,São João da Urtiga,431842,43018,Região 18 - Araucárias,3
RS,São João do Polêsine,431843,43001,Região 01 - Verdes Campos,5
RS,São Jorge,431844,43025,Região 25 - Vinhedos e Basalto,5
RS,São José das Missões,431845,43020,Região 20 - Rota da Produção,3
RS,São José do Herval,431846,43029,Região 29 - Vales e Montanhas,3
RS,São José do Hortêncio,431848,43007,Região 07 - Vale dos Sinos,4
RS,São José do Inhacorá,431849,43014,Região 14 - Fronteira Noroeste,3
RS,São José do Norte,431850,43021,Região 21 - Sul,3
RS,São José do Ouro,431860,43018,Região 18 - Araucárias,3
RS,São José dos Ausentes,431862,43024,Região 24 - Campos de Cima da Serra,3
RS,São José do Sul,431861,43008,Região 08 - Vale do Caí e Metropolitana,5
RS,São Leopoldo,431870,43007,Região 07 - Vale dos Sinos,4
RS,São Lourenço do Sul,431880,43021,Região 21 - Sul,3
RS,São Luiz Gonzaga,431890,43011,Região 11 - Sete Povos das Missões,3
RS,São Marcos,431900,43026,Região 26 - Uva Vale,4
RS,São Martinho,431910,43013,Região 13 - Diversidade,3
RS,São Martinho da Serra,431912,43001,Região 01 - Verdes Campos,5
RS,São Miguel das Missões,431915,43011,Região 11 - Sete Povos das Missões,3
RS,São Nicolau,431920,43011,Região 11 - Sete Povos das Missões,3
RS,São Paulo das Missões,431930,43014,Região 14 - Fronteira Noroeste,3
RS,São Pedro da Serra,431935,43008,Região 08 - Vale do Caí e Metropolitana,5
RS,São Pedro das Missões,431936,43020,Região 20 - Rota da Produção,3
RS,São Pedro do Butiá,431937,43011,Região 11 - Sete Povos das Missões,3
RS,São Pedro do Sul,431940,43001,Região 01 - Verdes Campos,5
RS,São Sebastião do Caí,431950,43008,Região 08 - Vale do Caí e Metropolitana,5
RS,São Sepé,431960,43001,Região 01 - Verdes Campos,5
RS,São Valentim,431970,43016,Região 16 - Alto Uruguai Gaúcho,3
RS,São Valentim do Sul,431971,43029,Região 29 - Vales e Montanhas,3
RS,São Valério do Sul,431973,43013,Região 13 - Diversidade,3
RS,São Vendelino,431975,43026,Região 26 - Uva Vale,4
RS,São Vicente do Sul,431980,43002,Região 02 - Entre Rios,3
RS,Sapiranga,431990,43007,Região 07 - Vale dos Sinos,4
RS,Sapucaia do Sul,432000,43008,Região 08 - Vale do Caí e Metropolitana,5
RS,Sarandi,432010,43020,Região 20 - Rota da Produção,3
RS,Seberi,432020,43015,Região 15 - Caminho das Águas,3
RS,Sede Nova,432023,43013,Região 13 - Diversidade,3
RS,Segredo,432026,43027,Região 27 - Jacuí Centro,3
RS,Selbach,432030,43012,Região 12 - Portal das Missões,5
RS,Senador Salgado Filho,432032,43014,Região 14 - Fronteira Noroeste,3
RS,Sentinela do Sul,432035,43009,Região 09 - Carbonífera/Costa Doce,3
RS,Serafina Corrêa,432040,43017,Região 17 - Planalto,5
RS,Sério,432045,43029,Região 29 - Vales e Montanhas,3
RS,Sertão,432050,43017,Região 17 - Planalto,5
RS,Sertão Santana,432055,43009,Região 09 - Carbonífera/Costa Doce,3
RS,Sete de Setembro,432057,43011,Região 11 - Sete Povos das Missões,3
RS,Severiano de Almeida,432060,43016,Região 16 - Alto Uruguai Gaúcho,3
RS,Silveira Martins,432065,43001,Região 01 - Verdes Campos,5
RS,Sinimbu,432067,43028,Região 28 - Vinte e Oito,3
RS,Sobradinho,432070,43027,Região 27 - Jacuí Centro,3
RS,Soledade,432080,43019,Região 19 - Botucaraí,3
RS,Tabaí,432085,43008,Região 08 - Vale do Caí e Metropolitana,5
RS,Tapejara,432090,43018,Região 18 - Araucárias,3
RS,Tapera,432100,43019,Região 19 - Botucaraí,3
RS,Tapes,432110,43009,Região 09 - Carbonífera/Costa Doce,3
RS,Taquara,432120,43006,Região 06 - Vale do Paranhana e Costa Serra,3
RS,Taquari,432130,43030,Região 30 - Vale da Luz,3
RS,Taquaruçu do Sul,432132,43015,Região 15 - Caminho das Águas,3
RS,Tavares,432135,43005,Região 05 - Bons Ventos,3
RS,Tenente Portela,432140,43015,Região 15 - Caminho das Águas,3
RS,Terra de Areia,432143,43004,Região 04 - Belas Praias,3
RS,Teutônia,432145,43030,Região 30 - Vale da Luz,3
RS,Tio Hugo,432146,43019,Região 19 - Botucaraí,3
RS,Tiradentes do Sul,432147,43015,Região 15 - Caminho das Águas,3
RS,Toropi,432149,43001,Região 01 - Verdes Campos,5
RS,Torres,432150,43004,Região 04 - Belas Praias,3
RS,Tramandaí,432160,43005,Região 05 - Bons Ventos,3
RS,Travesseiro,432162,43029,Região 29 - Vales e Montanhas,3
RS,Três Arroios,432163,43016,Região 16 - Alto Uruguai Gaúcho,3
RS,Três Cachoeiras,432166,43004,Região 04 - Belas Praias,3
RS,Três Coroas,432170,43006,Região 06 - Vale do Paranhana e Costa Serra,3
RS,Três de Maio,432180,43014,Região 14 - Fronteira Noroeste,3
RS,Três Forquilhas,432183,43004,Região 04 - Belas Praias,3
RS,Três Palmeiras,432185,43020,Região 20 - Rota da Produção,3
RS,Três Passos,432190,43015,Região 15 - Caminho das Águas,3
RS,Trindade do Sul,432195,43020,Região 20 - Rota da Produção,3
RS,Triunfo,432200,43008,Região 08 - Vale do Caí e Metropolitana,5
RS,Tucunduva,432210,43014,Região 14 - Fronteira Noroeste,3
RS,Tunas,432215,43019,Região 19 - Botucaraí,3
RS,Tupanci do Sul,432218,43018,Região 18 - Araucárias,3
RS,Tupanciretã,432220,43001,Região 01 - Verdes Campos,5
RS,Tupandi,432225,43008,Região 08 - Vale do Caí e Metropolitana,5
RS,Tuparendi,432230,43014,Região 14 - Fronteira Noroeste,3
RS,Turuçu,432232,43021,Região 21 - Sul,3
RS,Ubiretama,432234,43011,Região 11 - Sete Povos das Missões,3
RS,União da Serra,432235,43025,Região 25 - Vinhedos e Basalto,5
RS,Unistalda,432237,43002,Região 02 - Entre Rios,3
RS,Uruguaiana,432240,43003,Região 03 - Fronteira Oeste,3
RS,Vacaria,432250,43024,Região 24 - Campos de Cima da Serra,3
RS,Vale do Sol,432253,43028,Região 28 - Vinte e Oito,3
RS,Vale Real,432254,43026,Região 26 - Uva Vale,4
RS,Vale Verde,432252,43028,Região 28 - Vinte e Oito,3
RS,Vanini,432255,43017,Região 17 - Planalto,5
RS,Venâncio Aires,432260,43028,Região 28 - Vinte e Oito,3
RS,Vera Cruz,432270,43028,Região 28 - Vinte e Oito,3
RS,Veranópolis,432280,43025,Região 25 - Vinhedos e Basalto,5
RS,Vespasiano Correa,432285,43029,Região 29 - Vales e Montanhas,3
RS,Viadutos,432290,43016,Região 16 - Alto Uruguai Gaúcho,3
RS,Viamão,432300,43010,Região 10 - Capital e Vale do Gravataí,5
RS,Vicente Dutra,432310,43015,Região 15 - Caminho das Águas,3
RS,Victor Graeff,432320,43017,Região 17 - Planalto,5
RS,Vila Flores,432330,43025,Região 25 - Vinhedos e Basalto,5
RS,Vila Lângaro,432335,43018,Região 18 - Araucárias,3
RS,Vila Maria,432340,43017,Região 17 - Planalto,5
RS,Vila Nova do Sul,432345,43001,Região 01 - Verdes Campos,5
RS,Vista Alegre,432350,43015,Região 15 - Caminho das Águas,3
RS,Vista Alegre do Prata,432360,43025,Região 25 - Vinhedos e Basalto,5
RS,Vista Gaúcha,432370,43015,Região 15 - Caminho das Águas,3
RS,Vitória das Missões,432375,43011,Região 11 - Sete Povos das Missões,3
RS,Westfalia,432377,43030,Região 30 - Vale da Luz,3
RS,Xangri-lá,432380,43004,Região 04 - Belas Praias,3
SC,Abdon Batista,420005,42008,Meio Oeste,3
SC,Abelardo Luz,420010,42003,Xanxerê,3
SC,Agrolândia,420020,42004,Alto Vale do Itajaí,3
SC,Agronômica,420030,42004,Alto Vale do Itajaí,3
SC,Água Doce,420040,42008,Meio Oeste,3
SC,Águas de Chapecó,420050,42002,Oeste,4
SC,Águas Frias,420055,42002,Oeste,4
SC,Águas Mornas,420060,42007,Grande Florianópolis,5
SC,Alfredo Wagner,420070,42007,Grande Florianópolis,5
SC,Alto Bela Vista,420075,42010,Alto Uruguai Catarinense,5
SC,Anchieta,420080,42001,Extremo Oeste,3
SC,Angelina,420090,42007,Grande Florianópolis,5
SC,Anita Garibaldi,420100,42013,Serra Catarinense,3
SC,Anitápolis,420110,42007,Grande Florianópolis,5
SC,Antônio Carlos,420120,42007,Grande Florianópolis,5
SC,Apiúna,420125,42006,Médio Vale do Itajaí,5
SC,Arabutã,420127,42010,Alto Uruguai Catarinense,5
SC,Araquari,420130,42011,Nordeste,5
SC,Araranguá,420140,42014,Extremo Sul Catarinense,3
SC,Armazém,420150,42016,Laguna,3
SC,Arroio Trinta,420160,42009,Alto Vale do Rio do Peixe,3
SC,Arvoredo,420165,42002,Oeste,4
SC,Ascurra,420170,42006,Médio Vale do Itajaí,5
SC,Atalanta,420180,42004,Alto Vale do Itajaí,3
SC,Aurora,420190,42004,Alto Vale do Itajaí,3
SC,Balneário Arroio do Silva,420195,42014,Extremo Sul Catarinense,3
SC,Balneário Barra do Sul,420205,42011,Nordeste,5
SC,Balneário Camboriú,420200,42005,Foz do Rio Itajaí,4
SC,Balneário Gaivota,420207,42014,Extremo Sul Catarinense,3
SC,Balneário Piçarras,421280,42005,Foz do Rio Itajaí,4
SC,Balneário Rincão,422000,42015,Carbonífera,4
SC,Bandeirante,420208,42001,Extremo Oeste,3
SC,Barra Bonita,420209,42001,Extremo Oeste,3
SC,Barra Velha,420210,42017,vale do itapocú,0
SC,Bela Vista do Toldo,420213,42012,Planalto Norte,3
SC,Belmonte,420215,42001,Extremo Oeste,3
SC,Benedito Novo,420220,42006,Médio Vale do Itajaí,5
SC,Biguaçu,420230,42007,Grande Florianópolis,5
SC,Blumenau,420240,42006,Médio Vale do Itajaí,5
SC,Bocaina do Sul,420243,42013,Serra Catarinense,3
SC,Bombinhas,420245,42005,Foz do Rio Itajaí,4
SC,Bom Jardim da Serra,420250,42013,Serra Catarinense,3
SC,Bom Jesus,420253,42003,Xanxerê,3
SC,Bom Jesus do Oeste,420257,42001,Extremo Oeste,3
SC,Bom Retiro,420260,42013,Serra Catarinense,3
SC,Botuverá,420270,42006,Médio Vale do Itajaí,5
SC,Braço do Norte,420280,42016,Laguna,3
SC,Braço do Trombudo,420285,42004,Alto Vale do Itajaí,3
SC,Brunópolis,420287,42008,Meio Oeste,3
SC,Brusque,420290,42006,Médio Vale do Itajaí,5
SC,Caçador,420300,42009,Alto Vale do Rio do Peixe,3
SC,Caibi,420310,42002,Oeste,4
SC,Calmon,420315,42009,Alto Vale do Rio do Peixe,3
SC,Camboriú,420320,42005,Foz do Rio Itajaí,4
SC,Campo Alegre,420330,42012,Planalto Norte,3
SC,Campo Belo do Sul,420340,42013,Serra Catarinense,3
SC,Campo Erê,420350,42003,Xanxerê,3
SC,Campos Novos,420360,42008,Meio Oeste,3
SC,Canelinha,420370,42007,Grande Florianópolis,5
SC,Canoinhas,420380,42012,Planalto Norte,3
SC,Capão Alto,420325,42013,Serra Catarinense,3
SC,Capinzal,420390,42008,Meio Oeste,3
SC,Capivari de Baixo,420395,42016,Laguna,3
SC,Catanduvas,420400,42008,Meio Oeste,3
SC,Caxambu do Sul,420410,42002,Oeste,4
SC,Celso Ramos,420415,42008,Meio Oeste,3
SC,Cerro Negro,420417,42013,Serra Catarinense,3
SC,Chapadão do Lageado,420419,42004,Alto Vale do Itajaí,3
SC,Chapecó,420420,42002,Oeste,4
SC,Cocal do Sul,420425,42015,Carbonífera,4
SC,Concórdia,420430,42010,Alto Uruguai Catarinense,5
SC,Cordilheira Alta,420435,42002,Oeste,4
SC,Coronel Freitas,420440,42002,Oeste,4
SC,Coronel Martins,420445,42003,Xanxerê,3
SC,Correia Pinto,420455,42013,Serra Catarinense,3
SC,Corupá,420450,42017,vale do itapocú,0
SC,Criciúma,420460,42015,Carbonífera,4
SC,Cunha Porã,420470,42002,Oeste,4
SC,Cunhataí,420475,42002,Oeste,4
SC,Curitibanos,420480,42009,Alto Vale do Rio do Peixe,3
SC,Descanso,420490,42001,Extremo Oeste,3
SC,Dionísio Cerqueira,420500,42001,Extremo Oeste,3
SC,Dona Emma,420510,42004,Alto Vale do Itajaí,3
SC,Doutor Pedrinho,420515,42006,Médio Vale do Itajaí,5
SC,Entre Rios,420517,42003,Xanxerê,3
SC,Ermo,420519,42014,Extremo Sul Catarinense,3
SC,Erval Velho,420520,42008,Meio Oeste,3
SC,Faxinal dos Guedes,420530,42003,Xanxerê,3
SC,Flor do Sertão,420535,42001,Extremo Oeste,3
SC,Florianópolis,420540,42007,Grande Florianópolis,5
SC,Formosa do Sul,420543,42002,Oeste,4
SC,Forquilhinha,420545,42015,Carbonífera,4
SC,Fraiburgo,420550,42009,Alto Vale do Rio do Peixe,3
SC,Frei Rogério,420555,42009,Alto Vale do Rio do Peixe,3
SC,Galvão,420560,42003,Xanxerê,3
SC,Garopaba,420570,42007,Grande Florianópolis,5
SC,Garuva,420580,42011,Nordeste,5
SC,Gaspar,420590,42006,Médio Vale do Itajaí,5
SC,Governador Celso Ramos,420600,42007,Grande Florianópolis,5
SC,Grão Pará,420610,42016,Laguna,3
SC,Gravatal,420620,42016,Laguna,3
SC,Guabiruba,420630,42006,Médio Vale do Itajaí,5
SC,Guaraciaba,420640,42001,Extremo Oeste,3
SC,Guaramirim,420650,42017,vale do itapocú,0
SC,Guarujá do Sul,420660,42001,Extremo Oeste,3
SC,Guatambú,420665,42002,Oeste,4
SC,Herval d'Oeste,420670,42008,Meio Oeste,3
SC,Ibiam,420675,42009,Alto Vale do Rio do Peixe,3
SC,Ibicaré,420680,42008,Meio Oeste,3
SC,Ibirama,420690,42004,Alto Vale do Itajaí,3
SC,Içara,420700,42015,Carbonífera,4
SC,Ilhota,420710,42005,Foz do Rio Itajaí,4
SC,Imaruí,420720,42016,Laguna,3
SC,Imbituba,420730,42016,Laguna,3
SC,Imbuia,420740,42004,Alto Vale do Itajaí,3
SC,Indaial,420750,42006,Médio Vale do Itajaí,5
SC,Iomerê,420757,42009,Alto Vale do Rio do Peixe,3
SC,Ipira,420760,42010,Alto Uruguai Catarinense,5
SC,Iporã do Oeste,420765,42001,Extremo Oeste,3
SC,Ipuaçu,420768,42003,Xanxerê,3
SC,Ipumirim,420770,42010,Alto Uruguai Catarinense,5
SC,Iraceminha,420775,42001,Extremo Oeste,3
SC,Irani,420780,42010,Alto Uruguai Catarinense,5
SC,Irati,420785,42002,Oeste,4
SC,Irineópolis,420790,42012,Planalto Norte,3
SC,Itá,420800,42010,Alto Uruguai Catarinense,5
SC,Itaiópolis,420810,42012,Planalto Norte,3
SC,Itajaí,420820,42005,Foz do Rio Itajaí,4
SC,Itapema,420830,42005,Foz do Rio Itajaí,4
SC,Itapiranga,420840,42001,Extremo Oeste,3
SC,Itapoá,420845,42011,Nordeste,5
SC,Ituporanga,420850,42004,Alto Vale do Itajaí,3
SC,Jaborá,420860,42008,Meio Oeste,3
SC,Jacinto Machado,420870,42014,Extremo Sul Catarinense,3
SC,Jaguaruna,420880,42016,Laguna,3
SC,Jaraguá do Sul,420890,42017,vale do itapocú,0
SC,Jardinópolis,420895,42002,Oeste,4
SC,Joaçaba,420900,42008,Meio Oeste,3
SC,Joinville,420910,42011,Nordeste,5
SC,José Boiteux,420915,42004,Alto Vale do Itajaí,3
SC,Jupiá,420917,42003,Xanxerê,3
SC,Lacerdópolis,420920,42008,Meio Oeste,3
SC,Lages,420930,42013,Serra Catarinense,3
SC,Laguna,420940,42016,Laguna,3
SC,Lajeado Grande,420945,42003,Xanxerê,3
SC,Laurentino,420950,42004,Alto Vale do Itajaí,3
SC,Lauro Muller,420960,42015,Carbonífera,4
SC,Lebon Régis,420970,42009,Alto Vale do Rio do Peixe,3
SC,Leoberto Leal,420980,42007,Grande Florianópolis,5
SC,Lindóia do Sul,420985,42010,Alto Uruguai Catarinense,5
SC,Lontras,420990,42004,Alto Vale do Itajaí,3
SC,Luiz Alves,421000,42005,Foz do Rio Itajaí,4
SC,Luzerna,421003,42008,Meio Oeste,3
SC,Macieira,421005,42009,Alto Vale do Rio do Peixe,3
SC,Mafra,421010,42012,Planalto Norte,3
SC,Major Gercino,421020,42007,Grande Florianópolis,5
SC,Major Vieira,421030,42012,Planalto Norte,3
SC,Maracajá,421040,42014,Extremo Sul Catarinense,3
SC,Maravilha,421050,42001,Extremo Oeste,3
SC,Marema,421055,42003,Xanxerê,3
SC,Massaranduba,421060,42017,vale do itapocú,0
SC,Matos Costa,421070,42009,Alto Vale do Rio do Peixe,3
SC,Meleiro,421080,42014,Extremo Sul Catarinense,3
SC,Mirim Doce,421085,42004,Alto Vale do Itajaí,3
SC,Modelo,421090,42001,Extremo Oeste,3
SC,Mondaí,421100,42001,Extremo Oeste,3
SC,Monte Carlo,421105,42008,Meio Oeste,3
SC,Monte Castelo,421110,42012,Planalto Norte,3
SC,Morro da Fumaça,421120,42015,Carbonífera,4
SC,Morro Grande,421125,42014,Extremo Sul Catarinense,3
SC,Navegantes,421130,42005,Foz do Rio Itajaí,4
SC,Nova Erechim,421140,42002,Oeste,4
SC,Nova Itaberaba,421145,42002,Oeste,4
SC,Nova Trento,421150,42007,Grande Florianópolis,5
SC,Nova Veneza,421160,42015,Carbonífera,4
SC,Novo Horizonte,421165,42003,Xanxerê,3
SC,Orleans,421170,42015,Carbonífera,4
SC,Otacílio Costa,421175,42013,Serra Catarinense,3
SC,Ouro,421180,42008,Meio Oeste,3
SC,Ouro Verde,421185,42003,Xanxerê,3
SC,Paial,421187,42002,Oeste,4
SC,Painel,421189,42013,Serra Catarinense,3
SC,Palhoça,421190,42007,Grande Florianópolis,5
SC,Palma Sola,421200,42001,Extremo Oeste,3
SC,Palmeira,421205,42013,Serra Catarinense,3
SC,Palmitos,421210,42002,Oeste,4
SC,Papanduva,421220,42012,Planalto Norte,3
SC,Paraíso,421223,42001,Extremo Oeste,3
SC,Passo de Torres,421225,42014,Extremo Sul Catarinense,3
SC,Passos Maia,421227,42003,Xanxerê,3
SC,Paulo Lopes,421230,42007,Grande Florianópolis,5
SC,Pedras Grandes,421240,42016,Laguna,3
SC,Penha,421250,42005,Foz do Rio Itajaí,4
SC,Peritiba,421260,42010,Alto Uruguai Catarinense,5
SC,Pescaria Brava,421265,42016,Laguna,3
SC,Petrolândia,421270,42004,Alto Vale do Itajaí,3
SC,Pinhalzinho,421290,42002,Oeste,4
SC,Pinheiro Preto,421300,42009,Alto Vale do Rio do Peixe,3
SC,Piratuba,421310,42010,Alto Uruguai Catarinense,5
SC,Planalto Alegre,421315,42002,Oeste,4
SC,Pomerode,421320,42006,Médio Vale do Itajaí,5
SC,Ponte Alta,421330,42013,Serra Catarinense,3
SC,Ponte Alta do Norte,421335,42009,Alto Vale do Rio do Peixe,3
SC,Ponte Serrada,421340,42003,Xanxerê,3
SC,Porto Belo,421350,42005,Foz do Rio Itajaí,4
SC,Porto União,421360,42012,Planalto Norte,3
SC,Pouso Redondo,421370,42004,Alto Vale do Itajaí,3
SC,Praia Grande,421380,42014,Extremo Sul Catarinense,3
SC,Presidente Castello Branco,421390,42010,Alto Uruguai Catarinense,5
SC,Presidente Getúlio,421400,42004,Alto Vale do Itajaí,3
SC,Presidente Nereu,421410,42004,Alto Vale do Itajaí,3
SC,Princesa,421415,42001,Extremo Oeste,3
SC,Quilombo,421420,42002,Oeste,4
SC,Rancho Queimado,421430,42007,Grande Florianópolis,5
SC,Rio das Antas,421440,42009,Alto Vale do Rio do Peixe,3
SC,Rio do Campo,421450,42004,Alto Vale do Itajaí,3
SC,Rio do Oeste,421460,42004,Alto Vale do Itajaí,3
SC,Rio dos Cedros,421470,42006,Médio Vale do Itajaí,5
SC,Rio do Sul,421480,42004,Alto Vale do Itajaí,3
SC,Rio Fortuna,421490,42016,Laguna,3
SC,Rio Negrinho,421500,42012,Planalto Norte,3
SC,Rio Rufino,421505,42013,Serra Catarinense,3
SC,Riqueza,421507,42002,Oeste,4
SC,Rodeio,421510,42006,Médio Vale do Itajaí,5
SC,Romelândia,421520,42001,Extremo Oeste,3
SC,Salete,421530,42004,Alto Vale do Itajaí,3
SC,Saltinho,421535,42001,Extremo Oeste,3
SC,Salto Veloso,421540,42009,Alto Vale do Rio do Peixe,3
SC,Sangão,421545,42016,Laguna,3
SC,Santa Cecília,421550,42009,Alto Vale do Rio do Peixe,3
SC,Santa Helena,421555,42001,Extremo Oeste,3
SC,Santa Rosa de Lima,421560,42016,Laguna,3
SC,Santa Rosa do Sul,421565,42014,Extremo Sul Catarinense,3
SC,Santa Terezinha,421567,42004,Alto Vale do Itajaí,3
SC,Santa Terezinha do Progresso,421568,42001,Extremo Oeste,3
SC,Santiago do Sul,421569,42002,Oeste,4
SC,Santo Amaro da Imperatriz,421570,42007,Grande Florianópolis,5
SC,São Bento do Sul,421580,42012,Planalto Norte,3
SC,São Bernardino,421575,42003,Xanxerê,3
SC,São Bonifácio,421590,42007,Grande Florianópolis,5
SC,São Carlos,421600,42002,Oeste,4
SC,São Cristovão do Sul,421605,42009,Alto Vale do Rio do Peixe,3
SC,São Domingos,421610,42003,Xanxerê,3
SC,São Francisco do Sul,421620,42011,Nordeste,5
SC,São João Batista,421630,42007,Grande Florianópolis,5
SC,São João do Itaperiú,421635,42017,vale do itapocú,0
SC,São João do Oeste,421625,42001,Extremo Oeste,3
SC,São João do Sul,421640,42014,Extremo Sul Catarinense,3
SC,São Joaquim,421650,42013,Serra Catarinense,3
SC,São José,421660,42007,Grande Florianópolis,5
SC,São José do Cedro,421670,42001,Extremo Oeste,3
SC,São José do Cerrito,421680,42013,Serra Catarinense,3
SC,São Lourenço do Oeste,421690,42003,Xanxerê,3
SC,São Ludgero,421700,42016,Laguna,3
SC,São Martinho,421710,42016,Laguna,3
SC,São Miguel da Boa Vista,421715,42001,Extremo Oeste,3
SC,São Miguel do Oeste,421720,42001,Extremo Oeste,3
SC,São Pedro de Alcântara,421725,42007,Grande Florianópolis,5
SC,Saudades,421730,42001,Extremo Oeste,3
SC,Schroeder,421740,42017,vale do itapocú,0
SC,Seara,421750,42010,Alto Uruguai Catarinense,5
SC,Serra Alta,421755,42002,Oeste,4
SC,Siderópolis,421760,42015,Carbonífera,4
SC,Sombrio,421770,42014,Extremo Sul Catarinense,3
SC,Sul Brasil,421775,42002,Oeste,4
SC,Taió,421780,42004,Alto Vale do Itajaí,3
SC,Tangará,421790,42009,Alto Vale do Rio do Peixe,3
SC,Tigrinhos,421795,42001,Extremo Oeste,3
SC,Tijucas,421800,42007,Grande Florianópolis,5
SC,Timbé do Sul,421810,42014,Extremo Sul Catarinense,3
SC,Timbó,421820,42006,Médio Vale do Itajaí,5
SC,Timbó Grande,421825,42009,Alto Vale do Rio do Peixe,3
SC,Três Barras,421830,42012,Planalto Norte,3
SC,Treviso,421835,42015,Carbonífera,4
SC,Treze de Maio,421840,42016,Laguna,3
SC,Treze Tílias,421850,42008,Meio Oeste,3
SC,Trombudo Central,421860,42004,Alto Vale do Itajaí,3
SC,Tubarão,421870,42016,Laguna,3
SC,Tunápolis,421875,42001,Extremo Oeste,3
SC,Turvo,421880,42014,Extremo Sul Catarinense,3
SC,União do Oeste,421885,42002,Oeste,4
SC,Urubici,421890,42013,Serra Catarinense,3
SC,Urupema,421895,42013,Serra Catarinense,3
SC,Urussanga,421900,42015,Carbonífera,4
SC,Vargeão,421910,42003,Xanxerê,3
SC,Vargem,421915,42008,Meio Oeste,3
SC,Vargem Bonita,421917,42008,Meio Oeste,3
SC,Vidal Ramos,421920,42004,Alto Vale do Itajaí,3
SC,Videira,421930,42009,Alto Vale do Rio do Peixe,3
SC,Vitor Meireles,421935,42004,Alto Vale do Itajaí,3
SC,Witmarsum,421940,42004,Alto Vale do Itajaí,3
SC,Xanxerê,421950,42003,Xanxerê,3
SC,Xavantina,421960,42010,Alto Uruguai Catarinense,5
SC,Xaxim,421970,42003,Xanxerê,3
SC,Zortéa,421985,42008,Meio Oeste,3
SE,Amparo de São Francisco,280010,28007,Propriá,1
SE,Aquidabã,280020,28007,Propriá,1
SE,Aracaju,280030,28001,Aracaju,5
SE,Arauá,280040,28002,Estância,1
SE,Areia Branca,280050,28003,Itabaiana,1
SE,Barra dos Coqueiros,280060,28001,Aracaju,5
SE,Boquim,280067,28002,Estância,1
SE,Brejo Grande,280070,28007,Propriá,1
SE,Campo do Brito,280100,28003,Itabaiana,1
SE,Canhoba,280110,28007,Propriá,1
SE,Canindé de São Francisco,280120,28005,Nossa Senhora da Glória,1
SE,Capela,280130,28006,Nossa Senhora do Socorro,1
SE,Carira,280140,28003,Itabaiana,1
SE,Carmópolis,280150,28006,Nossa Senhora do Socorro,1
SE,Cedro de São João,280160,28007,Propriá,1
SE,Cristinápolis,280170,28002,Estância,1
SE,Cumbe,280190,28006,Nossa Senhora do Socorro,1
SE,Divina Pastora,280200,28001,Aracaju,5
SE,Estância,280210,28002,Estância,1
SE,Feira Nova,280220,28005,Nossa Senhora da Glória,1
SE,Frei Paulo,280230,28003,Itabaiana,1
SE,Gararu,280240,28005,Nossa Senhora da Glória,1
SE,General Maynard,280250,28006,Nossa Senhora do Socorro,1
SE,Gracho Cardoso,280260,28005,Nossa Senhora da Glória,1
SE,Ilha das Flores,280270,28007,Propriá,1
SE,Indiaroba,280280,28002,Estância,1
SE,Itabaiana,280290,28003,Itabaiana,1
SE,Itabaianinha,280300,28002,Estância,1
SE,Itabi,280310,28005,Nossa Senhora da Glória,1
SE,Itaporanga d'Ajuda,280320,28001,Aracaju,5
SE,Japaratuba,280330,28006,Nossa Senhora do Socorro,1
SE,Japoatã,280340,28007,Propriá,1
SE,Lagarto,280350,28004,Lagarto,1
SE,Laranjeiras,280360,28001,Aracaju,5
SE,Macambira,280370,28003,Itabaiana,1
SE,Malhada dos Bois,280380,28007,Propriá,1
SE,Malhador,280390,28003,Itabaiana,1
SE,Maruim,280400,28006,Nossa Senhora do Socorro,1
SE,Moita Bonita,280410,28003,Itabaiana,1
SE,Monte Alegre de Sergipe,280420,28005,Nossa Senhora da Glória,1
SE,Muribeca,280430,28007,Propriá,1
SE,Neópolis,280440,28007,Propriá,1
SE,Nossa Senhora Aparecida,280445,28003,Itabaiana,1
SE,Nossa Senhora da Glória,280450,28005,Nossa Senhora da Glória,1
SE,Nossa Senhora das Dores,280460,28006,Nossa Senhora do Socorro,1
SE,Nossa Senhora de Lourdes,280470,28007,Propriá,1
SE,Nossa Senhora do Socorro,280480,28006,Nossa Senhora do Socorro,1
SE,Pacatuba,280490,28007,Propriá,1
SE,Pedra Mole,280500,28003,Itabaiana,1
SE,Pedrinhas,280510,28002,Estância,1
