res_cod_municipio,int_cod_municipio,records
261300,261620,1
261300,270430,1
261300,310090,1
261310,250600,1
261310,260230,1
261310,260345,1
261310,260370,1
261310,261110,1
261310,261170,1
261310,261390,1
261320,260880,1
261320,260950,1
261320,261310,1
261320,261370,1
261320,270300,1
261320,270800,1
261320,411840,1
261330,260005,1
261330,260010,1
261330,260180,1
261330,260290,1
261330,260345,1
261330,260720,1
261330,261070,1
261330,261220,1
261330,261390,1
261340,261070,1
261340,261180,1
261340,261250,1
261340,270730,1
261340,350920,1
261350,220320,1
261350,230170,1
261350,240800,1
261350,260570,1
261350,260790,1
261350,261000,1
261350,261610,1
261350,291840,1
261350,353700,1
261360,210590,1
261360,250010,1
261360,260250,1
261360,260570,1
261360,260790,1
261360,260960,1
261360,261000,1
261360,261090,1
261360,261100,1
261360,261250,1
261360,261280,1
261360,261570,1
261360,270235,1
261360,316930,1
261370,260190,1
261370,260570,1
261370,260700,1
261370,261330,1
261370,261390,1
261370,270430,1
261370,270670,1
261370,270680,1
261370,270690,1
261370,350920,1
261380,250400,1
261380,260600,1
261380,260810,1
261380,260910,1
261380,261570,1
261380,330170,1
261380,330455,1
261380,330490,1
261390,130260,1
261390,210530,1
261390,260110,1
261390,260300,1
261390,260510,1
261390,260600,1
261390,260790,1
261390,260960,1
261390,261000,1
261390,261260,1
261390,352050,1
261400,210870,1
261400,230420,1
261400,230730,1
261400,260170,1
261400,261040,1
261400,261160,1
261400,261430,1
261400,330170,1
261410,210370,1
261410,210540,1
261410,220780,1
261410,260170,1
261410,260180,1
261410,260345,1
261410,260690,1
261410,260805,1
261410,261080,1
261410,261090,1
261410,261240,1
261410,261560,1
261410,290550,1
261410,291360,1
261410,330170,1
261410,353700,1
261420,260120,1
261420,260890,1
261420,261180,1
261420,261630,1
261430,260200,1
261430,260410,1
261430,261040,1
261430,261245,1
261430,261640,1
261430,291840,1
261440,240050,1
261440,250700,1
261440,251230,1
261440,260790,1
261440,260960,1
261440,261160,1
261440,261220,1
261440,261410,1
261440,261640,1
261440,291535,1
261450,250750,1
261450,260005,1
261450,260415,1
261450,260600,1
261450,261090,1
261450,261390,1
261450,261600,1
261450,261630,1
261450,292100,1
261450,330170,1
261450,330490,1
261450,354780,1
261460,240260,1
261460,250400,1
261460,251230,1
261460,260390,1
261460,260690,1
261460,260710,1
261460,261100,1
261460,261330,1
261460,291840,1
261470,260190,1
261470,260230,1
261470,260260,1
261470,260450,1
261470,260890,1
261470,261090,1
261470,261300,1
261470,261370,1
261470,261450,1
261470,261540,1
261470,270140,1
261480,130260,1
261480,260010,1
261480,261000,1
261480,261110,1
261480,270010,1
261480,270500,1
261480,270800,1
261480,290070,1
261480,315250,1
261485,250400,1
261485,260520,1
261485,260950,1
261485,261220,1
261485,270430,1
261485,310620,1
261500,240050,1
261500,251250,1
261500,260030,1
261500,260570,1
261500,261070,1
261500,261590,1
261500,330490,1
261510,260005,1
261510,260320,1
261510,260370,1
261510,260830,1
261510,270630,1
261510,330260,1
261520,260110,1
261520,260410,1
261520,261100,1
261520,261160,1
261520,261390,1
261530,210270,1
261530,240800,1
261530,250700,1
261530,251490,1
261530,260010,1
261530,260290,1
261530,260765,1
261530,261250,1
261530,261420,1
261530,261485,1
261530,261620,1
261530,330080,1
261530,330490,1
261540,250690,1
261540,251140,1
261540,260170,1
261540,260230,1
261540,260280,1
261540,260370,1
261540,260420,1
261540,260520,1
261540,261060,1
261540,261070,1
261540,261090,1
261540,261590,1
261540,270030,1
261540,270430,1
261540,293330,1
261550,250750,1
261550,261220,1
261550,261530,1
261560,210350,1
261560,220780,1
261560,231330,1
261560,240800,1
261560,260010,1
261560,260120,1
261560,260200,1
261560,261260,1
261560,261480,1
261560,270630,1
261560,291840,1
261560,520110,1
261570,241410,1
261570,260230,1
261570,260790,1
261570,260960,1
261570,261247,1
261580,220290,1
261580,260050,1
261580,260160,1
261580,260500,1
261580,260700,1
261580,260940,1
261580,261000,1
261580,261220,1
261580,292640,1
261590,260160,1
261590,260560,1
261590,270430,1
261590,330170,1
261590,354990,1
261600,260030,1
261600,260170,1
261600,260230,1
261600,260510,1
261600,260570,1
261600,260620,1
261600,260720,1
261600,260950,1
261600,261310,1
261600,261330,1
261600,261450,1
261600,261540,1
261610,260300,1
261610,260980,1
261610,261100,1
261610,261160,1
261610,261350,1
261618,260120,1
261618,260620,1
261618,260720,1
261618,261380,1
261620,260005,1
261620,260345,1
261620,260520,1
261620,260580,1
261620,261020,1
261620,261150,1
261620,261180,1
261620,261330,1
261620,330455,1
261630,210805,1
261630,240325,1
261630,250750,1
261630,251120,1
261630,260190,1
261630,260270,1
261630,260410,1
261630,260600,1
261630,260620,1
261630,260780,1
261630,260850,1
261630,261000,1
261630,261450,1
261630,330550,1
261640,130260,1
261640,260120,1
261640,260140,1
261640,260440,1
261640,260490,1
261640,260875,1
261640,260880,1
261640,261450,1
261650,260040,1
261650,260600,1
261650,260890,1
261650,291760,1
261650,330130,1
270010,250400,1
270010,261100,1
270010,280450,1
270010,290160,1
270010,293050,1
270020,270140,1
270020,270230,1
270020,291955,1
270020,317010,1
270020,330555,1
270030,210232,1
270030,220840,1
270030,231030,1
270030,250750,1
270030,260210,1
270030,261110,1
270030,261160,1
270030,261510,1
270030,270170,1
270030,270290,1
270030,270400,1
270030,270450,1
270030,280290,1
270030,313240,1
270030,320520,1
270030,330510,1
270030,354870,1
270030,355030,1
270030,410420,1
270040,261000,1
270040,270230,1
270040,270730,1
270040,270915,1
270040,330170,1
270040,521300,1
270050,260720,1
270050,270070,1
270050,270140,1
270050,270230,1
270050,270670,1
270060,261640,1
270060,270140,1
270060,270230,1
270060,270240,1
270060,280570,1
270060,292400,1
270070,261220,1
270070,270140,1
270070,270230,1
270070,270670,1
270070,315250,1
270080,250890,1
270080,270070,1
270090,261370,1
270090,270630,1
270090,280450,1
270090,280480,1
270100,260370,1
270100,260600,1
270100,261100,1
270100,292740,1
270100,310375,1
270100,350920,1
270100,520547,1
270110,240050,1
270110,270100,1
270110,270140,1
270110,314800,1
270110,315770,1
270120,270070,1
270120,270240,1
270120,270770,1
270120,521150,1
270130,261510,1
270130,270210,1
270135,260410,1
270135,260790,1
270135,260960,1
270135,261370,1
270135,261640,1
270135,261650,1
270135,270300,1
270135,270730,1
270135,310160,1
270140,270230,1
270140,270235,1
270140,270400,1
270140,270770,1
270140,270800,1
270140,270840,1
270140,291080,1
270140,421580,1
270150,210735,1
270150,240800,1
270150,270860,1
270150,500270,1
270160,260005,1
270160,261100,1
270160,261160,1
270160,261310,1
270160,270010,1
270160,270500,1
270170,270030,1
270170,270230,1
270170,280350,1
270170,291750,1
270180,280130,1
270190,260120,1
270190,260470,1
270190,270230,1
270190,270770,1
270190,270860,1
270200,260890,1
270200,270140,1
270200,354880,1
270210,260370,1
270210,260410,1
270210,260960,1
270210,261640,1
270210,270280,1
270210,330260,1
270210,411820,1
270220,270770,1
270230,260600,1
270230,260660,1
270230,261160,1
270230,261260,1
270230,270070,1
270230,270235,1
270230,270500,1
270230,270800,1
270230,270930,1
270230,290160,1
270230,291955,1
270230,292740,1
270230,330170,1
270230,330490,1
270230,420540,1
270230,510263,1
270235,260750,1
270235,261080,1
270235,270440,1
270235,270860,1
270235,280030,1
270235,292400,1
270235,317160,1
270240,130260,1
270240,260120,1
270240,260280,1
270240,270010,1
270240,280450,1
270240,290160,1
270240,291810,1
270240,315250,1
270240,354330,1
270250,260050,1
270250,261160,1
270250,270120,1
270250,270680,1
270250,270840,1
270250,510480,1
270260,261160,1
270260,261370,1
270260,270680,1
270260,270860,1
270260,330170,1
270260,330550,1
270260,355030,1
270270,270030,1
270280,240325,1
270280,260410,1
270280,270550,1
270290,270070,1
270290,270860,1
270290,280570,1
270290,292520,1
270290,350920,1
270290,352220,1
270290,354990,1
270290,410880,1
270290,411535,1
270300,270170,1
270300,270210,1
270300,270860,1
270300,280480,1
270300,330415,1
270310,250690,1
270310,270140,1
270320,270400,1
270320,280030,1
270320,280130,1
270320,280450,1
270330,260050,1
270330,261100,1
270330,261160,1
270330,270070,1
270330,270230,1
270330,290350,1
270340,270570,1
270340,270640,1
270340,270840,1
270350,260040,1
270350,260520,1
270350,260600,1
270350,260960,1
270350,261640,1
270350,270510,1
270360,260600,1
270360,270630,1
270370,240325,1
270370,354780,1
270375,261080,1
270375,270030,1
270375,270670,1
270375,270770,1
270375,270915,1
270375,291005,1
270380,261000,1
270380,261160,1
270380,261250,1
270380,261540,1
270380,270210,1
270380,270280,1
270380,270300,1
270380,330170,1
270380,510263,1
270390,260940,1
270390,261160,1
270400,261220,1
270400,270170,1
270400,270235,1
270400,270630,1
270400,270880,1
270410,211003,1
270410,270140,1
270410,291840,1
270410,292400,1
270420,260790,1
270420,261370,1
270420,270070,1
270420,270235,1
270420,270800,1
270420,280570,1
270420,317010,1
270420,330455,1
270430,150080,1
270430,210060,1
270430,220840,1
270430,230170,1
270430,240325,1
270430,240810,1
270430,260280,1
270430,260290,1
270430,260700,1
270430,260790,1
270430,260880,1
270430,260960,1
270430,261100,1
270430,270210,1
270430,270380,1
270430,270450,1
270430,270680,1
270430,270760,1
270430,270840,1
270430,290160,1
270430,291955,1
270430,292400,1
270430,293190,1
270430,310400,1
270430,310620,1
270430,317010,1
270430,330070,1
270430,330130,1
270430,330285,1
270430,350390,1
270430,351907,1
270430,355030,1
270430,411820,1
270430,430460,1
270430,510340,1
270430,530010,1
270440,270710,1
270440,330170,1
270440,500270,1
270450,260010,1
270450,260750,1
270450,261250,1
270450,261640,1
270450,270770,1
270450,270800,1
270450,270930,1
270450,330510,1
270450,510030,1
270460,270070,1
270460,270550,1
270460,270670,1
270460,500270,1
270470,210570,1
270470,210810,1
270470,260370,1
270470,270100,1
270470,270630,1
270470,270930,1
270480,270130,1
270480,270140,1
270480,270230,1
270480,270800,1
270490,260890,1
270490,261220,1
270490,270800,1
270490,270860,1
270500,260600,1
270500,260660,1
270500,260750,1
270500,261640,1
270500,270010,1
270500,270070,1
270500,270670,1
270500,270710,1
270500,292430,1
270500,314800,1
270510,261160,1
270510,270630,1
270510,270860,1
270510,270930,1
270510,330170,1
270510,354780,1
270510,510060,1
270510,520870,1
270510,521000,1
270520,240325,1
270520,261000,1
270520,270300,1
270520,270550,1
270520,330130,1
270520,330240,1
270530,261510,1
270530,270310,1
270530,270430,1
270530,270730,1
270540,270410,1
270550,260650,1
270550,270170,1
270550,270800,1
270550,292080,1
270550,510622,1
270550,520540,1
270560,260790,1
270560,261160,1
270560,270300,1
270560,270730,1
270560,270830,1
270560,520540,1
270570,130260,1
270570,261220,1
270570,270140,1
270570,270710,1
270570,270840,1
270570,330240,1
270580,260720,1
270580,270640,1
270590,270800,1
270590,270920,1
270600,270450,1
270600,292400,1
270600,350920,1
270600,352900,1
270600,500270,1
270610,270070,1
270610,270770,1
270610,292400,1
270610,510760,1
270620,260600,1
270630,230440,1
270630,260530,1
270630,270400,1
270630,270440,1
270630,270770,1
270630,270860,1
270630,314800,1
270630,320500,1
270640,261100,1
270640,270860,1
270640,270915,1
270640,280290,1
270640,291470,1
270640,292400,1
270640,292660,1
270640,313770,1
270642,261110,1
270642,261480,1
270642,270070,1
270642,270710,1
270642,290160,1
270642,320120,1
270644,230523,1
270644,260600,1
270644,270210,1
270644,292900,1
270644,315700,1
270644,330260,1
270644,330555,1
270644,352220,1
270650,260790,1
270650,261160,1
270650,270630,1
270650,510030,1
270660,270770,1
270660,270840,1
270660,520510,1
270670,260600,1
270670,270235,1
270670,270915,1
270670,311730,1
270670,314800,1
270670,330130,1
270670,330630,1
270670,355030,1
270680,260600,1
270680,270630,1
270680,270770,1
270680,280030,1
270680,330170,1
270690,260100,1
270690,270040,1
270690,270070,1
270690,270100,1
270690,270800,1
270690,270915,1
270690,292520,1
270690,314330,1
270690,314650,1
270690,510263,1
270700,270770,1
270700,270860,1
270710,270500,1
270710,280120,1
270710,280350,1
270710,520870,1
270720,270230,1
270720,270640,1
270720,270860,1
270720,270915,1
270720,314330,1
270730,260720,1
270730,270010,1
270730,270380,1
270730,270670,1
270730,330130,1
270730,330240,1
270730,354780,1
270730,520540,1
270740,150140,1
270740,260600,1
270740,291955,1
270750,261160,1
270750,270070,1
270750,280480,1
270760,260370,1
270760,260600,1
270760,261220,1
270760,270770,1
270760,270940,1
270760,354780,1
270770,150140,1
270770,260280,1
270770,261000,1
270770,261150,1
270770,261510,1
270770,270170,1
270770,270550,1
270770,270730,1
270770,270800,1
270770,270915,1
270770,270930,1
270770,330080,1
270770,330170,1
270770,330411,1
270780,270230,1
270780,270630,1
270780,270770,1
270790,260600,1
270790,270860,1
270790,290560,1
270800,240810,1
270800,260370,1
270800,260600,1
270800,260750,1
270800,261360,1
270800,270230,1
270800,270690,1
270800,270730,1
270800,270860,1
270800,270915,1
270800,280130,1
270800,330490,1
270800,410880,1
270810,261160,1
270810,270210,1
270810,270550,1
270810,270670,1
270820,311800,1
270820,330490,1
270830,260050,1
270830,261020,1
270830,261160,1
270830,320150,1
270830,500100,1
270830,500270,1
270830,521190,1
270840,261100,1
270840,261220,1
270840,270240,1
270840,270915,1
270840,510060,1
270850,260720,1
270850,260830,1
270850,270010,1
270850,270630,1
270850,270860,1
270850,270930,1
270860,261150,1
270860,261160,1
270860,270670,1
270860,270915,1
270860,291470,1
270860,291955,1
270860,314800,1
270860,354780,1
270860,520410,1
270860,520540,1
270860,521190,1
270870,261000,1
270870,270510,1
270870,270630,1
270870,270860,1
270880,250400,1
270880,251130,1
270880,260600,1
270880,270800,1
270880,355070,1
270880,510480,1
270890,270070,1
270890,270380,1
270890,270630,1
270890,270670,1
270890,270690,1
270890,270930,1
270890,292740,1
270890,522040,1
270895,211250,1
270895,280450,1
270895,292400,1
270910,270235,1
270910,270420,1
270910,520620,1
270915,260600,1
270915,261160,1
270915,270680,1
270915,270770,1
270915,270840,1
270915,280030,1
270915,280570,1
270915,291360,1
270915,292400,1
270915,292740,1
270915,354780,1
270915,510030,1
270920,260750,1
270920,260830,1
270920,270630,1
270920,270800,1
270920,313330,1
270920,354780,1
270930,230830,1
270930,240810,1
270930,250400,1
270930,260370,1
270930,260830,1
270930,261450,1
270930,261510,1
270930,261540,1
270930,270100,1
270930,270210,1
270930,270630,1
270930,270670,1
270930,270730,1
270930,315250,1
270930,330550,1
270930,350950,1
270930,431440,1
270930,510030,1
270930,510480,1
270940,261160,1
270940,261620,1
270940,270040,1
270940,270130,1
270940,270170,1
270940,270210,1
270940,270230,1
270940,310620,1
270940,315210,1
270940,315250,1
280020,210300,1
280020,280350,1
280030,251140,1
280030,260410,1
280030,261100,1
280030,261110,1
280030,270915,1
280030,290070,1
280030,290682,1
280030,290730,1
280030,291072,1
280030,291470,1
280030,291480,1
280030,292310,1
280030,292400,1
280030,292520,1
280030,312770,1
280030,330130,1
280030,330455,1
280030,354780,1
280030,520540,1
280040,280290,1
280040,291050,1
280040,291200,1
280040,292970,1
280050,110004,1
280050,270140,1
280050,280450,1
280050,290160,1
280050,292740,1
280060,221100,1
280060,261100,1
280060,280130,1
280060,280210,1
280060,280350,1
280067,240260,1
280067,261160,1
280067,270140,1
280067,280067,1
280067,292740,1
280070,270680,1
280070,280290,1
280100,280130,1
280100,290160,1
280100,350950,1
280100,355100,1
280110,280020,1
280110,280350,1
280120,210232,1
280120,260050,1
280120,260660,1
280120,261110,1
280120,270030,1
280120,270140,1
280120,280210,1
280120,292740,1
280120,314800,1
280120,354780,1
280130,250400,1
280130,261160,1
280130,270630,1
280130,270730,1
280130,270920,1
280130,280210,1
280130,291080,1
280130,291240,1
280130,291750,1
280130,292740,1
280130,293010,1
280130,293135,1
280130,293340,1
280130,313170,1
280140,280210,1
280140,290460,1
280150,261100,1
280150,310620,1
280160,270670,1
280160,280210,1
280160,280290,1
280160,292520,1
280170,280570,1
280170,290070,1
280170,290160,1
280200,280450,1
280200,291955,1
280210,240325,1
280210,290070,1
280210,291835,1
280210,292700,1
280210,330130,1
280210,330170,1
280210,330455,1
280210,350920,1
280210,354990,1
280220,261160,1
280220,280350,1
280230,230440,1
280230,280130,1
280230,290160,1
280240,210232,1
280240,270030,1
280240,270920,1
280240,280210,1
280240,280350,1
280240,280560,1
280240,310100,1
280240,320530,1
280250,280450,1
280250,280570,1
280260,291060,1
280260,292400,1
280260,330455,1
280270,280290,1
280280,280290,1
280280,290070,1
280280,292520,1
280290,261220,1
280290,270070,1
280290,280450,1
280290,291310,1
280290,291810,1
280300,280130,1
280300,290070,1
280300,290160,1
280300,292660,1
280300,293330,1
280300,354850,1
280310,270670,1
280320,260005,1
280320,280450,1
280320,355030,1
280330,261160,1
280350,110012,1
280350,231220,1
280350,260600,1
280350,280130,1
280350,280570,1
280350,290070,1
280350,291080,1
280350,292660,1
280350,292700,1
280350,351880,1
280360,280210,1
280360,280570,1
280380,290160,1
280390,270670,1
280390,280450,1
280390,290160,1
280390,291170,1
280400,280210,1
280400,280570,1
280400,330490,1
280410,280480,1
280420,270140,1
280420,270640,1
280420,280210,1
280430,260790,1
280430,270030,1
280430,280210,1
280440,260510,1
280440,270680,1
280440,280210,1
280440,280290,1
280440,330240,1
280440,330455,1
280445,280210,1
280445,280350,1
280445,280480,1
280445,291810,1
280445,330170,1
280450,220320,1
280450,270800,1
280450,290160,1
280450,330415,1
280460,150220,1
280460,291310,1
280460,291930,1
280460,292740,1
280470,270030,1
280470,314800,1
280480,260190,1
280480,261160,1
280480,270010,1
280480,292520,1
280480,316930,1
280480,330170,1
280480,410420,1
280490,230440,1
280500,280350,1
280520,280450,1
280520,280710,1
280520,290160,1
280530,330490,1
280540,150680,1
280540,270840,1
280540,280570,1
280540,291072,1
280540,292400,1
280550,290780,1
280550,291170,1
280550,291470,1
280550,291650,1
280550,330240,1
280550,355100,1
280560,240325,1
280560,270070,1
280560,280210,1
280560,280710,1
280560,290160,1
280560,290320,1
280560,291955,1
280560,292400,1
280560,520620,1
280570,220770,1
280570,231400,1
280570,270030,1
280570,270400,1
280570,280210,1
280570,290160,1
280570,330170,1
280570,353060,1
280590,292850,1
280610,270070,1
280610,280290,1
280610,280450,1
280610,280570,1
280610,291080,1
280610,314800,1
280620,280740,1
280630,220190,1
280630,280290,1
280630,280350,1
280640,330023,1
280640,520110,1
280660,280290,1
280660,350750,1
280660,355240,1
280670,240720,1
280670,260410,1
280670,270500,1
280670,270840,1
280670,280290,1
280670,280710,1
280670,290160,1
280670,291920,1
280670,510790,1
280690,270680,1
280700,280130,1
280700,280350,1
280710,280130,1
280710,292660,1
280710,292740,1
280720,260790,1
280720,270030,1
280720,280350,1
280730,230440,1
280730,270670,1
280730,330170,1
280740,251140,1
280740,280450,1
280740,280710,1
280740,290500,1
280740,290570,1
280740,292700,1
280740,293200,1
280740,354780,1
280740,354850,1
280750,280290,1
280750,291560,1
280750,355030,1
280750,500690,1
280760,270840,1
280760,290687,1
280760,292740,1
290010,230250,1
290010,261110,1
290010,291800,1
290010,291930,1
290020,230170,1
290020,230430,1
290020,260875,1
290020,261100,1
290020,261260,1
290020,261350,1
290020,261390,1
290020,280030,1
290020,290990,1
290020,291070,1
290020,292740,1
290030,270860,1
290030,280030,1
290030,280290,1
290030,280350,1
290030,290860,1
290030,290960,1
290030,291005,1
290030,291070,1
290030,291560,1
290030,291920,1
290030,292100,1
290030,292290,1
290035,280710,1
290035,291080,1
290035,292700,1
290040,260005,1
290040,291370,1
290050,291170,1
290050,291980,1
290060,291290,1
290060,291480,1
290060,292595,1
290070,261160,1
290070,261220,1
290070,280210,1
290070,280480,1
290070,290730,1
290070,290750,1
290070,291050,1
290070,291310,1
290070,291390,1
290070,291760,1
290070,291810,1
290070,291920,1
290070,292335,1
290070,292950,1
290070,292960,1
290070,293010,1
290070,293150,1
290070,314330,1
290070,317010,1
290070,330130,1
290070,330170,1
290070,330285,1
290070,330510,1
290070,355030,1
290080,291480,1
290080,292200,1
290080,320150,1
290080,320490,1
290080,330200,1
290090,290560,1
290090,291080,1
290090,291230,1
290090,291660,1
290090,292740,1
290090,292790,1
290090,330170,1
290100,220320,1
290100,290570,1
290100,291030,1
290100,291730,1
290100,291920,1
290100,292960,1
290100,293210,1
290100,293330,1
290110,290210,1
290110,290850,1
290110,290980,1
290110,291920,1
290110,291980,1
290110,292520,1
290110,293070,1
290115,290350,1
290115,290405,1
290115,291080,1
290115,291240,1
290115,291310,1
290115,291470,1
290115,291750,1
290115,293360,1
290115,314800,1
290120,291390,1
290120,292530,1
290120,292740,1
290120,314140,1
290130,290380,1
290130,290730,1
290130,291400,1
290130,291750,1
290130,292480,1
290130,350920,1
290130,530010,1
290135,290070,1
290135,290320,1
290135,290990,1
290135,291080,1
290135,292580,1
290135,292980,1
290135,293200,1
290135,293300,1
290140,280030,1
290140,290160,1
290140,290390,1
290140,521830,1
290150,290840,1
290160,291810,1
290160,292430,1
290160,293135,1
290170,290730,1
290170,330080,1
290180,220320,1
290180,290510,1
290180,292120,1
290190,261110,1
290190,280030,1
290190,290840,1
290190,291610,1
290190,291920,1
290190,292950,1
290190,330170,1
290195,291480,1
290195,293350,1
290200,220620,1
290200,290930,1
290200,291320,1
290205,290160,1
290205,290200,1
290205,291005,1
290205,291085,1
290205,291370,1
290205,292100,1
290205,330130,1
290210,290110,1
290210,290327,1
290210,290500,1
290210,290780,1
290210,291005,1
290210,291070,1
290210,291920,1
290210,292870,1
290210,330490,1
290210,355030,1
290220,290840,1
290220,292630,1
290220,292970,1
290225,290650,1
290225,291390,1
290225,292740,1
290225,292870,1
290225,293220,1
290230,291080,1
290230,291460,1
290230,291610,1
290240,290560,1
290240,291180,1
290240,291230,1
290240,291560,1
290240,291660,1
290240,291920,1
290240,292740,1
290240,293135,1
290240,330170,1
290250,290440,1
290250,291750,1
290250,292840,1
290250,293015,1
290250,312770,1
290250,521980,1
290260,292170,1
290260,293180,1
290260,293330,1
290265,290070,1
290265,291800,1
290265,292400,1
290265,292740,1
290265,353475,1
290270,220320,1
290270,290930,1
290270,291080,1
290270,291130,1
290270,291800,1
290270,292440,1
290270,292600,1
290270,292890,1
290270,293015,1
290270,293330,1
290280,290520,1
290280,291240,1
290280,291390,1
290280,291690,1
290280,291720,1
290280,291905,1
290280,291950,1
290280,291955,1
290280,293340,1
290290,250700,1
290290,290480,1
290290,292130,1
290290,313670,1
290300,290320,1
290300,290323,1
290300,290620,1
290300,291080,1
290300,330240,1
290310,291490,1
290310,291830,1
290310,291920,1
290310,292740,1
290310,293220,1
290310,293330,1
290310,330455,1
290320,110009,1
290320,150360,1
290320,260300,1
290320,261160,1
290320,261540,1
290320,290430,1
290320,290475,1
290320,290810,1
290320,290970,1
290320,291072,1
290320,291110,1
290320,291170,1
290320,291360,1
290320,291840,1
290320,292170,1
290320,292630,1
290320,292810,1
290320,292840,1
290320,292990,1
290320,293080,1
290320,293330,1
290320,355030,1
290320,521980,1
290323,290320,1
290323,290390,1
290323,291470,1
290323,292170,1
290327,290070,1
290327,292520,1
290327,292660,1
290327,293150,1
290330,291072,1
290330,291150,1
290330,291360,1
290330,292240,1
290340,291290,1
290340,291360,1
290340,291480,1
290340,291560,1
290340,292770,1
290340,330130,1
290340,330455,1
290340,350050,1
290350,261160,1
290350,291040,1
290350,292470,1
290350,292500,1
290360,291370,1
290360,292400,1
290360,292750,1
290370,291350,1
290370,291480,1
290370,291640,1
290370,354780,1
290370,522045,1
290380,290405,1
290380,291190,1
290380,291760,1
290380,291955,1
290380,291960,1
290380,292050,1
290380,292120,1
290380,292190,1
290380,292700,1
290380,310620,1
290390,220320,1
290390,221100,1
290390,261260,1
290390,261410,1
290390,290270,1
290390,290660,1
290390,290710,1
290390,290910,1
290390,291300,1
290390,291340,1
290390,291470,1
290390,291735,1
290390,291980,1
290390,292020,1
290390,292105,1
290390,292450,1
290390,292525,1
290390,292800,1
290390,292840,1
290390,292890,1
290390,293260,1
290390,293360,1
290390,316800,1
290390,520830,1
290390,521830,1
290395,290350,1
290395,291350,1
290395,291800,1
290395,292190,1
290395,292500,1
290395,354880,1
290400,290550,1
290400,290620,1
290400,293135,1
290405,150140,1
290405,290530,1
290405,290570,1
290405,290970,1
290405,291440,1
290405,291535,1
290405,291750,1
290405,291930,1
290405,293080,1
290405,293280,1
290405,500270,1
290410,290160,1
290410,291250,1
290410,291950,1
290410,292740,1
290410,293260,1
290410,351380,1
290410,355030,1
290410,520870,1
290420,290320,1
290420,291250,1
290420,292400,1
290420,292740,1
290430,291190,1
290430,291685,1
290430,291880,1
290430,291905,1
290430,291920,1
290430,292240,1
290430,292520,1
290430,292880,1
290430,292960,1
290430,293290,1
290440,290270,1
290440,291470,1
290440,292820,1
290440,293015,1
290450,261110,1
290450,290270,1
290450,290300,1
290450,290390,1
290450,291440,1
290450,292400,1
290450,292430,1
290450,292620,1
290450,292740,1
290460,172100,1
290460,290280,1
290460,290390,1
290460,291080,1
290460,291190,1
290460,291500,1
290460,291940,1
290460,292340,1
290460,292450,1
290460,292465,1
290460,292500,1
290460,292640,1
290460,292670,1
290460,293015,1
290460,310860,1
290460,311800,1
290460,314140,1
290460,316800,1
290460,350390,1
290470,291050,1
290470,291640,1
290470,292740,1
290470,330170,1
290475,290930,1
290475,291320,1
290475,292890,1
290475,530010,1
290485,290160,1
290485,292230,1
290485,293050,1
290490,290730,1
290490,290830,1
290490,291920,1
290490,292120,1
290490,292230,1
290490,292560,1
290490,292595,1
290490,292910,1
290490,292930,1
290490,330490,1
290490,420200,1
290500,250750,1
290500,260570,1
290500,280350,1
290500,290390,1
290500,290660,1
290500,510340,1
290510,261110,1
290510,292480,1
290510,293305,1
290515,270915,1
290515,290280,1
290515,290460,1
290515,291800,1
290515,315250,1
290515,330600,1
290520,260392,1
290520,290320,1
290520,290900,1
290520,291080,1
290520,291800,1
290520,291950,1
290520,292460,1
290520,292740,1
290520,292810,1
290520,314330,1
290530,290320,1
290530,290760,1
290530,291080,1
290530,292120,1
290530,292810,1
290530,292925,1
290530,293080,1
290530,330240,1
290530,520510,1
290530,522045,1
290540,291760,1
290540,292250,1
290540,293120,1
290550,290320,1
290550,291085,1
290550,292630,1
290550,292870,1
290550,293305,1
290560,290570,1
290560,291390,1
290560,291470,1
290560,291560,1
290560,291630,1
290560,291640,1
290560,291680,1
290560,292110,1
290560,292530,1
290560,292540,1
290560,292770,1
290560,293010,1
290560,316860,1
290570,240260,1
290570,240810,1
290570,261160,1
290570,270070,1
290570,280210,1
290570,290205,1
290570,290650,1
290570,290680,1
290570,290980,1
290570,291800,1
290570,291840,1
290570,292335,1
290570,292400,1
290570,292790,1
290570,292860,1
290570,292900,1
290570,292920,1
290570,292960,1
290570,330490,1
290570,354990,1
290570,355030,1
290570,420540,1
290580,291072,1
290580,291080,1
290580,291290,1
290580,291470,1
290580,291560,1
290580,291880,1
290580,292290,1
290580,293120,1
290580,293135,1
290580,293230,1
290580,330170,1
290580,330240,1
290590,170950,1
290590,210650,1
290590,220190,1
290590,220320,1
290590,230960,1
290590,293260,1
290590,520800,1
290600,261220,1
290600,291080,1
290600,291470,1
290600,291480,1
290600,292335,1
290600,292520,1
290600,292525,1
290600,292870,1
290600,292890,1
290600,293320,1
290600,530010,1
290610,290440,1
290610,291735,1
290610,293030,1
290610,293360,1
290610,314280,1
290610,522068,1
290620,290380,1
290620,290840,1
290620,291470,1
290620,292170,1
290620,292210,1
290620,293200,1
290620,293360,1
290620,350920,1
290620,354780,1
290620,500270,1
290630,290070,1
290630,291800,1
290630,292530,1
290630,293135,1
290630,293330,1
290630,310620,1
290630,330023,1
290630,330170,1
290630,330490,1
290630,350250,1
290640,221100,1
290640,290070,1
290640,290680,1
290640,291920,1
290650,292100,1
290650,292900,1
290650,310420,1
290650,330170,1
290650,330240,1
290660,292020,1
290660,354780,1
290670,292740,1
