,Arquivo,UF,Ano,Mês,Parto,Linhas,Colunas
7097,AP_2020_11_nat_683_221.jay,AP,2020,11,nat,683,221
7087,AP_2020_12_cir_320_221.jay,AP,2020,12,cir,320,221
7086,AP_2020_12_nat_756_221.jay,AP,2020,12,nat,756,221
7047,AP_2021_01_cir_338_221.jay,AP,2021,1,cir,338,221
7046,AP_2021_01_nat_625_221.jay,AP,2021,1,nat,625,221
7043,AP_2021_02_cir_369_221.jay,AP,2021,2,cir,369,221
7042,AP_2021_02_nat_817_221.jay,AP,2021,2,nat,817,221
7045,AP_2021_03_cir_323_221.jay,AP,2021,3,cir,323,221
7044,AP_2021_03_nat_751_221.jay,AP,2021,3,nat,751,221
7038,AP_2021_04_cir_505_221.jay,AP,2021,4,cir,505,221
7039,AP_2021_04_nat_744_221.jay,AP,2021,4,nat,744,221
7048,AP_2021_05_cir_394_221.jay,AP,2021,5,cir,394,221
7049,AP_2021_05_nat_601_221.jay,AP,2021,5,nat,601,221
7041,AP_2021_06_cir_323_221.jay,AP,2021,6,cir,323,221
7040,AP_2021_06_nat_724_221.jay,AP,2021,6,nat,724,221
7036,AP_2021_07_cir_375_221.jay,AP,2021,7,cir,375,221
7037,AP_2021_07_nat_635_221.jay,AP,2021,7,nat,635,221
3301,BA_2008_01_cir_2033_198.jay,BA,2008,1,cir,2033,198
3300,BA_2008_01_nat_6496_198.jay,BA,2008,1,nat,6496,198
3292,BA_2008_02_cir_2564_198.jay,BA,2008,2,cir,2564,198
3293,BA_2008_02_nat_6964_198.jay,BA,2008,2,nat,6964,198
3299,BA_2008_03_cir_3213_198.jay,BA,2008,3,cir,3213,198
3298,BA_2008_03_nat_9489_198.jay,BA,2008,3,nat,9489,198
3289,BA_2008_04_cir_3507_198.jay,BA,2008,4,cir,3507,198
3288,BA_2008_04_nat_11121_198.jay,BA,2008,4,nat,11121,198
3302,BA_2008_05_cir_3865_198.jay,BA,2008,5,cir,3865,198
3303,BA_2008_05_nat_12042_198.jay,BA,2008,5,nat,12042,198
3291,BA_2008_06_cir_4446_198.jay,BA,2008,6,cir,4446,198
3290,BA_2008_06_nat_13799_198.jay,BA,2008,6,nat,13799,198
3287,BA_2008_07_cir_3889_198.jay,BA,2008,7,cir,3889,198
3286,BA_2008_07_nat_12124_198.jay,BA,2008,7,nat,12124,198
3297,BA_2008_08_cir_3977_198.jay,BA,2008,8,cir,3977,198
3296,BA_2008_08_nat_11456_198.jay,BA,2008,8,nat,11456,198
3282,BA_2008_09_cir_3648_198.jay,BA,2008,9,cir,3648,198
3283,BA_2008_09_nat_10999_198.jay,BA,2008,9,nat,10999,198
3285,BA_2008_10_cir_3700_198.jay,BA,2008,10,cir,3700,198
3284,BA_2008_10_nat_10836_198.jay,BA,2008,10,nat,10836,198
3304,BA_2008_11_cir_2896_198.jay,BA,2008,11,cir,2896,198
3305,BA_2008_11_nat_7603_198.jay,BA,2008,11,nat,7603,198
3294,BA_2008_12_cir_3196_198.jay,BA,2008,12,cir,3196,198
3295,BA_2008_12_nat_9237_198.jay,BA,2008,12,nat,9237,198
3349,BA_2009_01_cir_3022_198.jay,BA,2009,1,cir,3022,198
3348,BA_2009_01_nat_9099_198.jay,BA,2009,1,nat,9099,198
3340,BA_2009_02_cir_3122_198.jay,BA,2009,2,cir,3122,198
3341,BA_2009_02_nat_10050_198.jay,BA,2009,2,nat,10050,198
3347,BA_2009_03_cir_3832_198.jay,BA,2009,3,cir,3832,198
3346,BA_2009_03_nat_11898_198.jay,BA,2009,3,nat,11898,198
3337,BA_2009_04_cir_3912_198.jay,BA,2009,4,cir,3912,198
3336,BA_2009_04_nat_11952_198.jay,BA,2009,4,nat,11952,198
3351,BA_2009_05_cir_3488_198.jay,BA,2009,5,cir,3488,198
3350,BA_2009_05_nat_11143_198.jay,BA,2009,5,nat,11143,198
3338,BA_2009_06_cir_4072_198.jay,BA,2009,6,cir,4072,198
3339,BA_2009_06_nat_11839_198.jay,BA,2009,6,nat,11839,198
3334,BA_2009_07_cir_3852_198.jay,BA,2009,7,cir,3852,198
3335,BA_2009_07_nat_10500_198.jay,BA,2009,7,nat,10500,198
3345,BA_2009_08_cir_3752_198.jay,BA,2009,8,cir,3752,198
3344,BA_2009_08_nat_10139_198.jay,BA,2009,8,nat,10139,198
3330,BA_2009_09_cir_4068_198.jay,BA,2009,9,cir,4068,198
3331,BA_2009_09_nat_11849_198.jay,BA,2009,9,nat,11849,198
3333,BA_2009_10_cir_3373_198.jay,BA,2009,10,cir,3373,198
3332,BA_2009_10_nat_9888_198.jay,BA,2009,10,nat,9888,198
3352,BA_2009_11_cir_3494_198.jay,BA,2009,11,cir,3494,198
3353,BA_2009_11_nat_9312_198.jay,BA,2009,11,nat,9312,198
3342,BA_2009_12_cir_3554_198.jay,BA,2009,12,cir,3554,198
3343,BA_2009_12_nat_9251_198.jay,BA,2009,12,nat,9251,198
3482,BA_2010_01_cir_3415_198.jay,BA,2010,1,cir,3415,198
3483,BA_2010_01_nat_9739_198.jay,BA,2010,1,nat,9739,198
3474,BA_2010_02_cir_3559_198.jay,BA,2010,2,cir,3559,198
3475,BA_2010_02_nat_9885_198.jay,BA,2010,2,nat,9885,198
3480,BA_2010_03_cir_3995_198.jay,BA,2010,3,cir,3995,198
3481,BA_2010_03_nat_11099_198.jay,BA,2010,3,nat,11099,198
3470,BA_2010_04_cir_3973_198.jay,BA,2010,4,cir,3973,198
3471,BA_2010_04_nat_10937_198.jay,BA,2010,4,nat,10937,198
3485,BA_2010_05_cir_3943_198.jay,BA,2010,5,cir,3943,198
3484,BA_2010_05_nat_10409_198.jay,BA,2010,5,nat,10409,198
3472,BA_2010_06_cir_3793_198.jay,BA,2010,6,cir,3793,198
3473,BA_2010_06_nat_10415_198.jay,BA,2010,6,nat,10415,198
3468,BA_2010_07_cir_3946_198.jay,BA,2010,7,cir,3946,198
3469,BA_2010_07_nat_10329_198.jay,BA,2010,7,nat,10329,198
3478,BA_2010_08_cir_3839_198.jay,BA,2010,8,cir,3839,198
3479,BA_2010_08_nat_9707_198.jay,BA,2010,8,nat,9707,198
3465,BA_2010_09_cir_3681_198.jay,BA,2010,9,cir,3681,198
3464,BA_2010_09_nat_9809_198.jay,BA,2010,9,nat,9809,198
3467,BA_2010_10_cir_3780_198.jay,BA,2010,10,cir,3780,198
3466,BA_2010_10_nat_9570_198.jay,BA,2010,10,nat,9570,198
3487,BA_2010_11_cir_3694_198.jay,BA,2010,11,cir,3694,198
3486,BA_2010_11_nat_9342_198.jay,BA,2010,11,nat,9342,198
3476,BA_2010_12_cir_3311_198.jay,BA,2010,12,cir,3311,198
3477,BA_2010_12_nat_8428_198.jay,BA,2010,12,nat,8428,198
3396,BA_2011_01_cir_3666_207.jay,BA,2011,1,cir,3666,207
3397,BA_2011_01_nat_9321_207.jay,BA,2011,1,nat,9321,207
3388,BA_2011_02_cir_3414_207.jay,BA,2011,2,cir,3414,207
3389,BA_2011_02_nat_8691_207.jay,BA,2011,2,nat,8691,207
3394,BA_2011_03_cir_4204_207.jay,BA,2011,3,cir,4204,207
3395,BA_2011_03_nat_11032_207.jay,BA,2011,3,nat,11032,207
3385,BA_2011_04_cir_4240_207.jay,BA,2011,4,cir,4240,207
3384,BA_2011_04_nat_10533_207.jay,BA,2011,4,nat,10533,207
3398,BA_2011_05_cir_3654_207.jay,BA,2011,5,cir,3654,207
3399,BA_2011_05_nat_8900_207.jay,BA,2011,5,nat,8900,207
3387,BA_2011_06_cir_4173_207.jay,BA,2011,6,cir,4173,207
3386,BA_2011_06_nat_11103_207.jay,BA,2011,6,nat,11103,207
3383,BA_2011_07_cir_3998_207.jay,BA,2011,7,cir,3998,207
3382,BA_2011_07_nat_10254_207.jay,BA,2011,7,nat,10254,207
3393,BA_2011_08_cir_3964_207.jay,BA,2011,8,cir,3964,207
3392,BA_2011_08_nat_9481_207.jay,BA,2011,8,nat,9481,207
3378,BA_2011_09_cir_3924_207.jay,BA,2011,9,cir,3924,207
3379,BA_2011_09_nat_9513_207.jay,BA,2011,9,nat,9513,207
3380,BA_2011_10_cir_3655_207.jay,BA,2011,10,cir,3655,207
3381,BA_2011_10_nat_8612_207.jay,BA,2011,10,nat,8612,207
3401,BA_2011_11_cir_3905_207.jay,BA,2011,11,cir,3905,207
3400,BA_2011_11_nat_8877_207.jay,BA,2011,11,nat,8877,207
3391,BA_2011_12_cir_3618_207.jay,BA,2011,12,cir,3618,207
3390,BA_2011_12_nat_7909_207.jay,BA,2011,12,nat,7909,207
3579,BA_2012_01_cir_3510_207.jay,BA,2012,1,cir,3510,207
3578,BA_2012_01_nat_8299_207.jay,BA,2012,1,nat,8299,207
3571,BA_2012_02_cir_3787_207.jay,BA,2012,2,cir,3787,207
3570,BA_2012_02_nat_8583_207.jay,BA,2012,2,nat,8583,207
3577,BA_2012_03_cir_4255_207.jay,BA,2012,3,cir,4255,207
3576,BA_2012_03_nat_9696_207.jay,BA,2012,3,nat,9696,207
3566,BA_2012_04_cir_4167_207.jay,BA,2012,4,cir,4167,207
3567,BA_2012_04_nat_9510_207.jay,BA,2012,4,nat,9510,207
3581,BA_2012_05_cir_4492_207.jay,BA,2012,5,cir,4492,207
3580,BA_2012_05_nat_9823_207.jay,BA,2012,5,nat,9823,207
3569,BA_2012_06_cir_4044_207.jay,BA,2012,6,cir,4044,207
3568,BA_2012_06_nat_9475_207.jay,BA,2012,6,nat,9475,207
3565,BA_2012_07_cir_4239_207.jay,BA,2012,7,cir,4239,207
3564,BA_2012_07_nat_8895_207.jay,BA,2012,7,nat,8895,207
3574,BA_2012_08_cir_3901_207.jay,BA,2012,8,cir,3901,207
3575,BA_2012_08_nat_8289_207.jay,BA,2012,8,nat,8289,207
3560,BA_2012_09_cir_3992_207.jay,BA,2012,9,cir,3992,207
3561,BA_2012_09_nat_8223_207.jay,BA,2012,9,nat,8223,207
3563,BA_2012_10_cir_3937_207.jay,BA,2012,10,cir,3937,207
3562,BA_2012_10_nat_8330_207.jay,BA,2012,10,nat,8330,207
3582,BA_2012_11_cir_3748_207.jay,BA,2012,11,cir,3748,207
3583,BA_2012_11_nat_7823_207.jay,BA,2012,11,nat,7823,207
3572,BA_2012_12_cir_3261_207.jay,BA,2012,12,cir,3261,207
3573,BA_2012_12_nat_7300_207.jay,BA,2012,12,nat,7300,207
3276,BA_2013_01_cir_3569_210.jay,BA,2013,1,cir,3569,210
3277,BA_2013_01_nat_8990_210.jay,BA,2013,1,nat,8990,210
3268,BA_2013_02_cir_3382_210.jay,BA,2013,2,cir,3382,210
3269,BA_2013_02_nat_7907_210.jay,BA,2013,2,nat,7907,210
3275,BA_2013_03_cir_3735_210.jay,BA,2013,3,cir,3735,210
3274,BA_2013_03_nat_8353_210.jay,BA,2013,3,nat,8353,210
3264,BA_2013_04_cir_3870_210.jay,BA,2013,4,cir,3870,210
3265,BA_2013_04_nat_8933_210.jay,BA,2013,4,nat,8933,210
3278,BA_2013_05_cir_3659_210.jay,BA,2013,5,cir,3659,210
3279,BA_2013_05_nat_8352_210.jay,BA,2013,5,nat,8352,210
3266,BA_2013_06_cir_3770_210.jay,BA,2013,6,cir,3770,210
3267,BA_2013_06_nat_8852_210.jay,BA,2013,6,nat,8852,210
3262,BA_2013_07_cir_4174_210.jay,BA,2013,7,cir,4174,210
3263,BA_2013_07_nat_9645_210.jay,BA,2013,7,nat,9645,210
3272,BA_2013_08_cir_4110_210.jay,BA,2013,8,cir,4110,210
3273,BA_2013_08_nat_8939_210.jay,BA,2013,8,nat,8939,210
3258,BA_2013_09_cir_3768_210.jay,BA,2013,9,cir,3768,210
3259,BA_2013_09_nat_8111_210.jay,BA,2013,9,nat,8111,210
3261,BA_2013_10_cir_3757_210.jay,BA,2013,10,cir,3757,210
3260,BA_2013_10_nat_8244_210.jay,BA,2013,10,nat,8244,210
3281,BA_2013_11_cir_3582_210.jay,BA,2013,11,cir,3582,210
3280,BA_2013_11_nat_7308_210.jay,BA,2013,11,nat,7308,210
3270,BA_2013_12_cir_3207_210.jay,BA,2013,12,cir,3207,210
3271,BA_2013_12_nat_6853_210.jay,BA,2013,12,nat,6853,210
3555,BA_2014_01_cir_3623_237.jay,BA,2014,1,cir,3623,237
3554,BA_2014_01_nat_7755_237.jay,BA,2014,1,nat,7755,237
3546,BA_2014_02_cir_3563_237.jay,BA,2014,2,cir,3563,237
3547,BA_2014_02_nat_7407_237.jay,BA,2014,2,nat,7407,237
3552,BA_2014_03_cir_4021_237.jay,BA,2014,3,cir,4021,237
3553,BA_2014_03_nat_8271_237.jay,BA,2014,3,nat,8271,237
3542,BA_2014_04_cir_4041_237.jay,BA,2014,4,cir,4041,237
3543,BA_2014_04_nat_8297_237.jay,BA,2014,4,nat,8297,237
3556,BA_2014_05_cir_3911_237.jay,BA,2014,5,cir,3911,237
3557,BA_2014_05_nat_8185_237.jay,BA,2014,5,nat,8185,237
3544,BA_2014_06_cir_3847_237.jay,BA,2014,6,cir,3847,237
3545,BA_2014_06_nat_8253_237.jay,BA,2014,6,nat,8253,237
3541,BA_2014_07_cir_4295_237.jay,BA,2014,7,cir,4295,237
3540,BA_2014_07_nat_8556_237.jay,BA,2014,7,nat,8556,237
3550,BA_2014_08_cir_3882_237.jay,BA,2014,8,cir,3882,237
3551,BA_2014_08_nat_7880_237.jay,BA,2014,8,nat,7880,237
3537,BA_2014_09_cir_4172_237.jay,BA,2014,9,cir,4172,237
3536,BA_2014_09_nat_8290_237.jay,BA,2014,9,nat,8290,237
3538,BA_2014_10_cir_3855_237.jay,BA,2014,10,cir,3855,237
3539,BA_2014_10_nat_8172_237.jay,BA,2014,10,nat,8172,237
3559,BA_2014_11_cir_3426_237.jay,BA,2014,11,cir,3426,237
3558,BA_2014_11_nat_7401_237.jay,BA,2014,11,nat,7401,237
3549,BA_2014_12_cir_3654_237.jay,BA,2014,12,cir,3654,237
3548,BA_2014_12_nat_7275_237.jay,BA,2014,12,nat,7275,237
3372,BA_2015_01_cir_3890_237.jay,BA,2015,1,cir,3890,237
3373,BA_2015_01_nat_8579_237.jay,BA,2015,1,nat,8579,237
3364,BA_2015_02_cir_3499_237.jay,BA,2015,2,cir,3499,237
3365,BA_2015_02_nat_7708_237.jay,BA,2015,2,nat,7708,237
3370,BA_2015_03_cir_4001_237.jay,BA,2015,3,cir,4001,237
3371,BA_2015_03_nat_9103_237.jay,BA,2015,3,nat,9103,237
3360,BA_2015_04_cir_3865_237.jay,BA,2015,4,cir,3865,237
3361,BA_2015_04_nat_8581_237.jay,BA,2015,4,nat,8581,237
3374,BA_2015_05_cir_4261_237.jay,BA,2015,5,cir,4261,237
3375,BA_2015_05_nat_9266_237.jay,BA,2015,5,nat,9266,237
3362,BA_2015_06_cir_3834_237.jay,BA,2015,6,cir,3834,237
3363,BA_2015_06_nat_8764_237.jay,BA,2015,6,nat,8764,237
3358,BA_2015_07_cir_3962_237.jay,BA,2015,7,cir,3962,237
3359,BA_2015_07_nat_9089_237.jay,BA,2015,7,nat,9089,237
3368,BA_2015_08_cir_3843_237.jay,BA,2015,8,cir,3843,237
3369,BA_2015_08_nat_8584_237.jay,BA,2015,8,nat,8584,237
3354,BA_2015_09_cir_3803_237.jay,BA,2015,9,cir,3803,237
3355,BA_2015_09_nat_8670_237.jay,BA,2015,9,nat,8670,237
3357,BA_2015_10_cir_4147_237.jay,BA,2015,10,cir,4147,237
3356,BA_2015_10_nat_8673_237.jay,BA,2015,10,nat,8673,237
3377,BA_2015_11_cir_3766_237.jay,BA,2015,11,cir,3766,237
3376,BA_2015_11_nat_8531_237.jay,BA,2015,11,nat,8531,237
3367,BA_2015_12_cir_3452_237.jay,BA,2015,12,cir,3452,237
3366,BA_2015_12_nat_7102_237.jay,BA,2015,12,nat,7102,237
3325,BA_2016_01_cir_3435_237.jay,BA,2016,1,cir,3435,237
3324,BA_2016_01_nat_7562_237.jay,BA,2016,1,nat,7562,237
3317,BA_2016_02_cir_3477_237.jay,BA,2016,2,cir,3477,237
3316,BA_2016_02_nat_7771_237.jay,BA,2016,2,nat,7771,237
3322,BA_2016_03_cir_3526_237.jay,BA,2016,3,cir,3526,237
3323,BA_2016_03_nat_7905_237.jay,BA,2016,3,nat,7905,237
3312,BA_2016_04_cir_4331_237.jay,BA,2016,4,cir,4331,237
3313,BA_2016_04_nat_9140_237.jay,BA,2016,4,nat,9140,237
3327,BA_2016_05_cir_4206_237.jay,BA,2016,5,cir,4206,237
3326,BA_2016_05_nat_9337_237.jay,BA,2016,5,nat,9337,237
3315,BA_2016_06_cir_4180_237.jay,BA,2016,6,cir,4180,237
3314,BA_2016_06_nat_9201_237.jay,BA,2016,6,nat,9201,237
3310,BA_2016_07_cir_4025_237.jay,BA,2016,7,cir,4025,237
3311,BA_2016_07_nat_8731_237.jay,BA,2016,7,nat,8731,237
3321,BA_2016_08_cir_3879_237.jay,BA,2016,8,cir,3879,237
3320,BA_2016_08_nat_8530_237.jay,BA,2016,8,nat,8530,237
3306,BA_2016_09_cir_3751_237.jay,BA,2016,9,cir,3751,237
3307,BA_2016_09_nat_7720_237.jay,BA,2016,9,nat,7720,237
3309,BA_2016_10_cir_3502_237.jay,BA,2016,10,cir,3502,237
3308,BA_2016_10_nat_7490_237.jay,BA,2016,10,nat,7490,237
3328,BA_2016_11_cir_3044_237.jay,BA,2016,11,cir,3044,237
3329,BA_2016_11_nat_7020_237.jay,BA,2016,11,nat,7020,237
3319,BA_2016_12_cir_3134_237.jay,BA,2016,12,cir,3134,237
3318,BA_2016_12_nat_6876_237.jay,BA,2016,12,nat,6876,237
3531,BA_2017_01_cir_3412_237.jay,BA,2017,1,cir,3412,237
3530,BA_2017_01_nat_8101_237.jay,BA,2017,1,nat,8101,237
3523,BA_2017_02_cir_3295_237.jay,BA,2017,2,cir,3295,237
3522,BA_2017_02_nat_7458_237.jay,BA,2017,2,nat,7458,237
3529,BA_2017_03_cir_3766_237.jay,BA,2017,3,cir,3766,237
3528,BA_2017_03_nat_8834_237.jay,BA,2017,3,nat,8834,237
3519,BA_2017_04_cir_3788_237.jay,BA,2017,4,cir,3788,237
3518,BA_2017_04_nat_8791_237.jay,BA,2017,4,nat,8791,237
3532,BA_2017_05_cir_3857_237.jay,BA,2017,5,cir,3857,237
3533,BA_2017_05_nat_8565_237.jay,BA,2017,5,nat,8565,237
3520,BA_2017_06_cir_3778_237.jay,BA,2017,6,cir,3778,237
3521,BA_2017_06_nat_8614_237.jay,BA,2017,6,nat,8614,237
3517,BA_2017_07_cir_3852_237.jay,BA,2017,7,cir,3852,237
3516,BA_2017_07_nat_7975_237.jay,BA,2017,7,nat,7975,237
3526,BA_2017_08_cir_3955_237.jay,BA,2017,8,cir,3955,237
3527,BA_2017_08_nat_8364_237.jay,BA,2017,8,nat,8364,237
3513,BA_2017_09_cir_3821_237.jay,BA,2017,9,cir,3821,237
3512,BA_2017_09_nat_7707_237.jay,BA,2017,9,nat,7707,237
3514,BA_2017_10_cir_3874_237.jay,BA,2017,10,cir,3874,237
3515,BA_2017_10_nat_7676_237.jay,BA,2017,10,nat,7676,237
3534,BA_2017_11_cir_3815_237.jay,BA,2017,11,cir,3815,237
3535,BA_2017_11_nat_7549_237.jay,BA,2017,11,nat,7549,237
3524,BA_2017_12_cir_3413_237.jay,BA,2017,12,cir,3413,237
3525,BA_2017_12_nat_7033_237.jay,BA,2017,12,nat,7033,237
3445,BA_2018_01_cir_3684_237.jay,BA,2018,1,cir,3684,237
3444,BA_2018_01_nat_7654_237.jay,BA,2018,1,nat,7654,237
3436,BA_2018_02_cir_3460_237.jay,BA,2018,2,cir,3460,237
3437,BA_2018_02_nat_6967_237.jay,BA,2018,2,nat,6967,237
3443,BA_2018_03_cir_3812_237.jay,BA,2018,3,cir,3812,237
3442,BA_2018_03_nat_7694_237.jay,BA,2018,3,nat,7694,237
3432,BA_2018_04_cir_4154_237.jay,BA,2018,4,cir,4154,237
3433,BA_2018_04_nat_8547_237.jay,BA,2018,4,nat,8547,237
3446,BA_2018_05_cir_4130_237.jay,BA,2018,5,cir,4130,237
3447,BA_2018_05_nat_8530_237.jay,BA,2018,5,nat,8530,237
3435,BA_2018_06_cir_3931_237.jay,BA,2018,6,cir,3931,237
3434,BA_2018_06_nat_8015_237.jay,BA,2018,6,nat,8015,237
3431,BA_2018_07_cir_4245_237.jay,BA,2018,7,cir,4245,237
3430,BA_2018_07_nat_8685_237.jay,BA,2018,7,nat,8685,237
3440,BA_2018_08_cir_3808_237.jay,BA,2018,8,cir,3808,237
3441,BA_2018_08_nat_7480_237.jay,BA,2018,8,nat,7480,237
3426,BA_2018_09_cir_3435_237.jay,BA,2018,9,cir,3435,237
3427,BA_2018_09_nat_6845_237.jay,BA,2018,9,nat,6845,237
3428,BA_2018_10_cir_3732_237.jay,BA,2018,10,cir,3732,237
3429,BA_2018_10_nat_7145_237.jay,BA,2018,10,nat,7145,237
3448,BA_2018_11_cir_3558_237.jay,BA,2018,11,cir,3558,237
3449,BA_2018_11_nat_7056_237.jay,BA,2018,11,nat,7056,237
3438,BA_2018_12_cir_3115_237.jay,BA,2018,12,cir,3115,237
3439,BA_2018_12_nat_6292_237.jay,BA,2018,12,nat,6292,237
3420,BA_2019_01_cir_3632_237.jay,BA,2019,1,cir,3632,237
3421,BA_2019_01_nat_7529_237.jay,BA,2019,1,nat,7529,237
3413,BA_2019_02_cir_3658_237.jay,BA,2019,2,cir,3658,237
3412,BA_2019_02_nat_7231_237.jay,BA,2019,2,nat,7231,237
3419,BA_2019_03_cir_4044_237.jay,BA,2019,3,cir,4044,237
3418,BA_2019_03_nat_7843_237.jay,BA,2019,3,nat,7843,237
3408,BA_2019_04_cir_3949_237.jay,BA,2019,4,cir,3949,237
3409,BA_2019_04_nat_7923_237.jay,BA,2019,4,nat,7923,237
3422,BA_2019_05_cir_4047_237.jay,BA,2019,5,cir,4047,237
3423,BA_2019_05_nat_8246_237.jay,BA,2019,5,nat,8246,237
3411,BA_2019_06_cir_3786_237.jay,BA,2019,6,cir,3786,237
3410,BA_2019_06_nat_7739_237.jay,BA,2019,6,nat,7739,237
3406,BA_2019_07_cir_3985_237.jay,BA,2019,7,cir,3985,237
3407,BA_2019_07_nat_7807_237.jay,BA,2019,7,nat,7807,237
3417,BA_2019_08_cir_3710_237.jay,BA,2019,8,cir,3710,237
3416,BA_2019_08_nat_7400_237.jay,BA,2019,8,nat,7400,237
3403,BA_2019_09_cir_3750_237.jay,BA,2019,9,cir,3750,237
3402,BA_2019_09_nat_7378_237.jay,BA,2019,9,nat,7378,237
3404,BA_2019_10_cir_3714_237.jay,BA,2019,10,cir,3714,237
3405,BA_2019_10_nat_7051_237.jay,BA,2019,10,nat,7051,237
3424,BA_2019_11_cir_3362_237.jay,BA,2019,11,cir,3362,237
3425,BA_2019_11_nat_6450_237.jay,BA,2019,11,nat,6450,237
3415,BA_2019_12_cir_3229_237.jay,BA,2019,12,cir,3229,237
3414,BA_2019_12_nat_5706_237.jay,BA,2019,12,nat,5706,237
3507,BA_2020_01_cir_3623_221.jay,BA,2020,1,cir,3623,221
3506,BA_2020_01_nat_6605_221.jay,BA,2020,1,nat,6605,221
3498,BA_2020_02_cir_3202_221.jay,BA,2020,2,cir,3202,221
3499,BA_2020_02_nat_6221_221.jay,BA,2020,2,nat,6221,221
3505,BA_2020_03_cir_3569_221.jay,BA,2020,3,cir,3569,221
3504,BA_2020_03_nat_7071_221.jay,BA,2020,3,nat,7071,221
3495,BA_2020_04_cir_3500_221.jay,BA,2020,4,cir,3500,221
3494,BA_2020_04_nat_7484_221.jay,BA,2020,4,nat,7484,221
3508,BA_2020_05_cir_3805_221.jay,BA,2020,5,cir,3805,221
3509,BA_2020_05_nat_7645_221.jay,BA,2020,5,nat,7645,221
3496,BA_2020_06_cir_3775_221.jay,BA,2020,6,cir,3775,221
3497,BA_2020_06_nat_7590_221.jay,BA,2020,6,nat,7590,221
3493,BA_2020_07_cir_3802_221.jay,BA,2020,7,cir,3802,221
3492,BA_2020_07_nat_7059_221.jay,BA,2020,7,nat,7059,221
3503,BA_2020_08_cir_3871_221.jay,BA,2020,8,cir,3871,221
3502,BA_2020_08_nat_7082_221.jay,BA,2020,8,nat,7082,221
3488,BA_2020_09_cir_3858_221.jay,BA,2020,9,cir,3858,221
3489,BA_2020_09_nat_6606_221.jay,BA,2020,9,nat,6606,221
3490,BA_2020_10_cir_3706_221.jay,BA,2020,10,cir,3706,221
3491,BA_2020_10_nat_6507_221.jay,BA,2020,10,nat,6507,221
3510,BA_2020_11_cir_3589_221.jay,BA,2020,11,cir,3589,221
3511,BA_2020_11_nat_5845_221.jay,BA,2020,11,nat,5845,221
3501,BA_2020_12_cir_3379_221.jay,BA,2020,12,cir,3379,221
3500,BA_2020_12_nat_6004_221.jay,BA,2020,12,nat,6004,221
3461,BA_2021_01_cir_3378_221.jay,BA,2021,1,cir,3378,221
3460,BA_2021_01_nat_6518_221.jay,BA,2021,1,nat,6518,221
3456,BA_2021_02_cir_3412_221.jay,BA,2021,2,cir,3412,221
3457,BA_2021_02_nat_6358_221.jay,BA,2021,2,nat,6358,221
3458,BA_2021_03_cir_3726_221.jay,BA,2021,3,cir,3726,221
3459,BA_2021_03_nat_7344_221.jay,BA,2021,3,nat,7344,221
3453,BA_2021_04_cir_3954_221.jay,BA,2021,4,cir,3954,221
3452,BA_2021_04_nat_7284_221.jay,BA,2021,4,nat,7284,221
3463,BA_2021_05_cir_3880_221.jay,BA,2021,5,cir,3880,221
3462,BA_2021_05_nat_7132_221.jay,BA,2021,5,nat,7132,221
3455,BA_2021_06_cir_3614_221.jay,BA,2021,6,cir,3614,221
3454,BA_2021_06_nat_6908_221.jay,BA,2021,6,nat,6908,221
3451,BA_2021_07_cir_3396_221.jay,BA,2021,7,cir,3396,221
3450,BA_2021_07_nat_5983_221.jay,BA,2021,7,nat,5983,221
2975,CE_2008_01_cir_1922_198.jay,CE,2008,1,cir,1922,198
2974,CE_2008_01_nat_4499_198.jay,CE,2008,1,nat,4499,198
2967,CE_2008_02_cir_2463_198.jay,CE,2008,2,cir,2463,198
2966,CE_2008_02_nat_5503_198.jay,CE,2008,2,nat,5503,198
2972,CE_2008_03_cir_2614_198.jay,CE,2008,3,cir,2614,198
2973,CE_2008_03_nat_5758_198.jay,CE,2008,3,nat,5758,198
2963,CE_2008_04_cir_2670_198.jay,CE,2008,4,cir,2670,198
2962,CE_2008_04_nat_5962_198.jay,CE,2008,4,nat,5962,198
2976,CE_2008_05_cir_2782_198.jay,CE,2008,5,cir,2782,198
2977,CE_2008_05_nat_5891_198.jay,CE,2008,5,nat,5891,198
2964,CE_2008_06_cir_2840_198.jay,CE,2008,6,cir,2840,198
2965,CE_2008_06_nat_5858_198.jay,CE,2008,6,nat,5858,198
2961,CE_2008_07_cir_2722_198.jay,CE,2008,7,cir,2722,198
2960,CE_2008_07_nat_5923_198.jay,CE,2008,7,nat,5923,198
2970,CE_2008_08_cir_2774_198.jay,CE,2008,8,cir,2774,198
2971,CE_2008_08_nat_5713_198.jay,CE,2008,8,nat,5713,198
2956,CE_2008_09_cir_2744_198.jay,CE,2008,9,cir,2744,198
2957,CE_2008_09_nat_5741_198.jay,CE,2008,9,nat,5741,198
2959,CE_2008_10_cir_2510_198.jay,CE,2008,10,cir,2510,198
2958,CE_2008_10_nat_5596_198.jay,CE,2008,10,nat,5596,198
2979,CE_2008_11_cir_2042_198.jay,CE,2008,11,cir,2042,198
2978,CE_2008_11_nat_4229_198.jay,CE,2008,11,nat,4229,198
2968,CE_2008_12_cir_2300_198.jay,CE,2008,12,cir,2300,198
2969,CE_2008_12_nat_5556_198.jay,CE,2008,12,nat,5556,198
3022,CE_2009_01_cir_2658_198.jay,CE,2009,1,cir,2658,198
